Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath
Brighton,23 Egremont Rd.,Unit 1-6D,Boston,MA,02135,Brighton,1150,0,0,4,2
Brighton,58 Ridgemont St.,Unit 4-D,Boston,MA,02135,Brighton,1150,0,0,5,2
Brighton,58 Ridgemont St.,Unit 2-B,Boston,MA,02135,Brighton,1150,0,0,5,2
Brighton,56 Ridgemont St.,Unit 3-C,Boston,MA,02134,Brighton,1150,0,0,5,2
02148,203 Summer St.,Unit 3,Malden,MA,02148,1150,0,0,4,2
Dorchester,23 Newport St.,Unit 1-A,Boston,MA,02125,Dorchester,1150,0,0,5,2
Back Bay,106 Beacon St.,Unit 2-B,Boston,MA,02143,Back Bay,1150,0,0,5,1
Brighton,104 Academy Hill Rd.,Unit 4-D,Boston,MA,02135,Brighton,1150,0,0,6,4
Allston,19 Highgate St.,Unit 3-C,Boston,MA,02134,Allston,1150,0,0,4,1
Mission Hill,122 Hillside St.,Unit 4-D,Boston,MA,02120,Mission Hill,1150,0,0,4,1
Dorchester,57 Pleasant St.,Unit 2-B,Boston,MA,02125,Dorchester,1150,0,0,4,2
Dorchester,90 Mount Vernon St.,Unit 3-C,Boston,MA,02125,Dorchester,1160,0,0,3,2
Dorchester,52 Crescent Ave.,Unit 3-C,Boston,MA,02125,Dorchester,1175,0,0,4,1
Allston,21 Easton St.,Unit 2-B,Boston,MA,02134,Allston,1175,0,0,6,2
Roxbury,50 Dudley St.,Unit 3-C,Boston,MA,02119,Roxbury,1175,0,0,4,2
Dorchester,57 Pleasant St.,Unit 4-D,Boston,MA,02125,Dorchester,1175,0,0,4,2
Brighton,29 Cummings Rd.,Unit 4-D,Boston,MA,02135,Brighton,1175,0,0,4,1
Brighton,36 Newcastle Rd.,Unit 2-B,Boston,MA,02135,Brighton,1175,0,0,7,2
Allston,4 Haskell St.,Unit 6-F,Boston,MA,02134,Allston,1175,0,0,6,2
Allston,292 Lincoln St.,Unit 2-B,Boston,MA,02134,Allston,1175,0,0,5,1
Allston,21 Highgate St.,Unit 3-C,Boston,MA,02134,Allston,1175,0,0,4,2
Brighton,186 Kelton St.,Unit 4-D,Boston,MA,02134,Brighton,1175,0,0,5,2
Brighton,36 Newcastle Rd.,Unit 2-B,Boston,MA,02135,Brighton,1175,0,0,7,2
Brighton,2 Sparhawk St.,Unit 2-B,Boston,MA,02135,Brighton,1175,0,0,6,2
Brighton,29 Cummings Rd.,Unit 4-D,Boston,MA,02135,Brighton,1175,0,0,4,1
Mission Hill,5 Oswald St.,Unit 3-C,Boston,MA,02120,Mission Hill,1175,0,0,5,1
Allston,292 Lincoln St.,Unit 2-B,Boston,MA,02134,Allston,1175,0,0,5,1
Brighton,27 Egremont Rd.,Unit 1-A,Boston,MA,02135,Brighton,1175,0,0,4,2
Dorchester,52 Crescent Ave.,Unit 3-C,Boston,MA,02125,Dorchester,1175,0,0,4,1
Mission Hill,122 Hillside St.,Unit 1-A,Boston,MA,02120,Mission Hill,1175,0,0,4,1
Brighton,42 Orchard Rd.,Unit 3-C,Boston,MA,02445,Brighton,1175,0,0,5,2
Mission Hill,72 Calumet St.,Unit 5-E,Boston,MA,02120,Mission Hill,1175,0,0,5,1
Allston,21 Highgate St.,Unit 3-C,Boston,MA,02134,Allston,1175,0,0,4,2
Jamaica Plain,31 Gay Head St.,Unit 3-C,Boston,MA,02130,Jamaica Plain,1175,0,0,3,1
Fenway,923 Beacon,Unit 2,Boston,MA,02215,Fenway,1199,0,0,4,1
Allston,16 Royce Rd.,Unit 5-E,Boston,MA,02134,Allston,1200,0,0,6,2
Allston,11 Islington St.,Unit 1-A,Boston,MA,02134,Allston,1200,0,0,7,2
Mission Hill,5 Oswald St.,Unit 5-E,Boston,MA,02120,Mission Hill,1200,0,0,5,1
Allston,16 Royce Rd.,Unit 5-E,Boston,MA,02134,Allston,1200,0,0,6,2
Brighton,36 Newcastle Rd.,Unit 6-F,Boston,MA,02135,Brighton,1200,0,0,7,2
Allston,21 Highgate St.,Unit 1-A,Boston,MA,02134,Allston,1200,0,0,4,2
Brighton,2 Murdock Ter.,Unit 5-E,Boston,MA,02135,Brighton,1200,0,0,6,2
Dorchester,114 Boston St.,Unit 1-2C,Boston,MA,02125,Dorchester,1200,0,0,4,1
Allston,11 Linden St.,Unit 3-C,Boston,MA,02134,Allston,1200,0,0,4,1
Dorchester,114 Boston St.,Unit 1-3C,Boston,MA,02125,Dorchester,1200,0,0,4,1
Allston,11 Islington St.,Unit 1-A,Boston,MA,02134,Allston,1200,0,0,7,2
Brighton,28 Hunnewell Ave.,Unit 3-C,Boston,MA,02135,Brighton,1200,0,0,3,2
Brighton,2 Sparhawk St.,Unit 5-E,Boston,MA,02135,Brighton,1200,0,0,6,2
Allston,21 Easton St.,Unit 6-F,Boston,MA,02134,Allston,1200,0,0,6,2
Dorchester,16 Glenway St.,Unit 2-B,Boston,MA,02121,Dorchester,1200,0,0,3,1
Allston,11A Islington St.,Unit 3-C,Boston,MA,02134,Allston,1200,0,0,7,2
Brighton,36 Newcastle Rd.,Unit 1-A,Boston,MA,02135,Brighton,1200,0,0,7,2
Dorchester,114 Boston St.,Unit 1-2C,Boston,MA,02125,Dorchester,1200,0,0,4,1
Dorchester,15 Romsey St.,Unit 1-A,Boston,MA,02125,Dorchester,1200,0,0,4,1
Allston,11 Islington St.,Unit 1-A,Boston,MA,02134,Allston,1200,0,0,7,2
Allston,11A Islington St.,Unit 3-C,Boston,MA,02134,Allston,1200,0,0,7,2
Brighton,45 Montcalm St.,Unit 1-A,Boston,MA,02135,Brighton,1225,0,0,3,1
Brighton,132 Chiswick,Unit 1-1C,Boston,MA,02135,Brighton,1225,0,0,4,2
Brighton,104 Academy Hill Rd.,Unit 5-E,Boston,MA,02135,Brighton,1225,0,0,6,4
Brighton,58 Ridgemont St.,Unit 1-A,Boston,MA,02135,Brighton,1225,0,0,5,2
Brighton,53 Saunders St.,Unit 4-D,Boston,MA,02134,Brighton,1225,0,0,7,2
Allston,11 Linden St.,Unit 1-A,Boston,MA,02134,Allston,1225,0,0,4,1
Brighton,132 Chiswick,Unit 1-1D,Boston,MA,02135,Brighton,1225,0,0,4,2
Brighton,23 Cummings Rd.,Unit 4-D,Boston,MA,02135,Brighton,1225,0,0,4,1
Dorchester,114 Boston St.,Unit 1-3D,Boston,MA,02125,Dorchester,1225,0,0,4,1
Dorchester,114 Boston St.,Unit 1-3A,Boston,MA,02125,Dorchester,1225,0,0,4,1
Brighton,1682 Commonwealth Ave.,Unit 1-A,Boston,MA,02135,Brighton,1225,0,0,5,2
Brighton,104 Academy Hill Rd.,Unit 5-E,Boston,MA,02135,Brighton,1225,0,0,6,4
Dorchester,114 Boston St.,Unit 1-3D,Boston,MA,02125,Dorchester,1225,0,0,4,1
Brighton,132 Chiswick,Unit 1-1C,Boston,MA,02135,Brighton,1225,0,0,4,2
Brighton,58 Ridgemont St.,Unit 1-A,Boston,MA,02135,Brighton,1225,0,0,5,2
Brighton,45 Montcalm St.,Unit 1-A,Boston,MA,02135,Brighton,1225,0,0,3,1
Brighton,104 Academy Hill Rd.,Unit 1-A,Boston,MA,02135,Brighton,1225,0,0,6,4
Mission Hill,5 Oswald St.,Unit 4-D,Boston,MA,02120,Mission Hill,1250,0,0,5,1
Brighton,41 Egremont Rd.,Unit 4-D,Boston,MA,02135,Brighton,1250,0,0,4,2
Mission Hill,72 Calumet St.,Unit 3-C,Boston,MA,02120,Mission Hill,1250,0,0,5,1
Brighton,17 Cummings Rd.,Unit 5-E,Boston,MA,02135,Brighton,1250,0,0,5,3
Roxbury,50 Dudley St.,Unit 1-A,Boston,MA,02119,Roxbury,1250,0,0,4,2
Brighton,129 Chiswick Rd.,Unit 1-A,Boston,MA,02135,Brighton,1250,0,0,5,2
Dorchester,61 Lithgow St.,Unit 4-D,Boston,MA,02124,Dorchester,1250,0,0,4,1
Brighton,100 Washington St.,Unit 2-B,Boston,MA,02135,Brighton,1250,0,0,2,1
Mission Hill,101 Calumet St.,Unit 3-C,Boston,MA,02120,Mission Hill,1250,0,0,4,1
Dorchester,61 Lithgow St.,Unit 4-D,Boston,MA,02124,Dorchester,1250,0,0,4,1
Roxbury,50 Dudley St.,Unit 1-A,Boston,MA,02119,Roxbury,1250,0,0,4,2
Brighton,104 Academy Hill Rd.,Unit 3-C,Boston,MA,02135,Brighton,1250,0,0,6,4
Mission Hill,20 Worthington St.,Unit 4-D,Boston,MA,02120,Mission Hill,1250,0,0,5,2
Brighton,153 Murdock St.,Unit 3-C,Boston,MA,02135,Brighton,1250,0,0,3,2
Mission Hill,5 Oswald St.,Unit 4-D,Boston,MA,02120,Mission Hill,1250,0,0,5,1
Dorchester,90 Mount Vernon St.,Unit 3-C,Boston,MA,02125,Dorchester,1260,0,0,3,2
Allston,48 Brighton Ave.,Unit 1-A,Boston,MA,02134,Allston,1275,0,0,3,1
Dorchester,114 Boston St.,Unit 1-3B,Boston,MA,02125,Dorchester,1275,0,0,4,1
Mission Hill,5 Oswald St.,Unit 2-B,Boston,MA,02120,Mission Hill,1275,0,0,5,1
Mission Hill,101.5 Calumet St.,Unit 2-B,Boston,MA,02120,Mission Hill,1275,0,0,3,1
Brighton,29 Cummings Rd.,Unit 1-A,Boston,MA,02135,Brighton,1275,0,0,4,1
Brighton,29 Cummings Rd.,Unit 3-C,Boston,MA,02135,Brighton,1275,0,0,4,1
Brighton,1682 Commonwealth Ave.,Unit 4-D,Boston,MA,02135,Brighton,1275,0,0,5,2
Brighton,153 Murdock St.,Unit 2-B,Boston,MA,02135,Brighton,1275,0,0,3,2
Brighton,132 Chiswick Rd.,Unit 1-2A,Boston,MA,02135,Brighton,1275,0,0,6,2
Dorchester,114 Boston St.,Unit 1-3B,Boston,MA,02125,Dorchester,1275,0,0,4,1
Brighton,132 Chiswick Rd.,Unit 1-3E,Boston,MA,02135,Brighton,1275,0,0,6,2
Brighton,41 Egremont Rd.,Unit 1-A,Boston,MA,02135,Brighton,1275,0,0,3,2
Allston,19 Highgate St.,Unit 4-D,Boston,MA,02134,Allston,1275,0,0,4,1
Mission Hill,5 Oswald St.,Unit 2-B,Boston,MA,02120,Mission Hill,1275,0,0,5,1
Brighton,29 Cummings Rd.,Unit 3-C,Boston,MA,02135,Brighton,1275,0,0,4,1
Mission Hill,1 Folsom Ave.,Unit 1-A,Boston,MA,02120,Mission Hill,1300,0,0,4,1
Brighton,27 Egremont Rd.,Unit 3-C,Boston,MA,02135,Brighton,1300,0,0,4,2
Allston,7 Linden St.,Unit 2-B,Boston,MA,02134,Allston,1300,0,0,4,1
Dorchester,114 Boston St.,Unit 1-2B,Boston,MA,02125,Dorchester,1300,0,0,4,1
Allston,290 Lincoln St.,Unit 2-B,Boston,MA,02134,Allston,1300,0,0,2,1
Brighton,23 Egremont Rd.,Unit 1-6B,Boston,MA,02135,Brighton,1300,0,0,4,2
