Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath,Northeastern University_transit_distance,Northeastern University_transit_cost,Northeastern University_driving_distance,Boston University_transit_distance,Boston University_transit_cost,Boston University_driving_distance,Boston College_transit_distance,Boston College_transit_cost,Boston College_driving_distance
Jamaica Plain,"16 Lakeville Rd.,Unit 9,Boston,MA,02130,Jamaica Plain",2200,0,0,1,1,4478,1.7,3640,6504,3.4,4773,14284,4.1,6864
Jamaica Plain,"14 Lakeville Rd.,Unit 6,Boston,MA,02130,Jamaica Plain",2200,0,0,1,1,4462,1.7,3624,6488,3.4,4757,14268,4.1,6848
Jamaica Plain,"16 Lakeville Rd.,Unit 9,Boston,MA,02130,Jamaica Plain",2200,0,0,1,1,4478,1.7,3640,6504,3.4,4773,14284,4.1,6864
Hyde Park,"59 Loring St.,Unit 2,Boston,MA,02136,Hyde Park",2200,0,0,2,1,14017,3.4,11160,23137,4.1,13094,27832,4.1,14061
Jamaica Plain,"14 Lakeville Rd.,Unit 14,Boston,MA,02130,Jamaica Plain",2200,0,0,1,1,4462,1.7,3624,6488,3.4,4757,14268,4.1,6848
Roslindale,"800 Hyde Park Ave.,Unit 37,Boston,MA,02136,Roslindale",2200,0,0,1,1,9860,3.4,8273,12896,5.1,10207,21785,4.1,11123
Brighton,"2003 Commonwealth Ave.,Unit 27,Boston,MA,02135,Brighton",2200,0,0,1,1,7383,2.4,11382,4162,2.4,4660,1023,2.4,686
Jamaica Plain,"16 Lakeville Rd.,Unit 7,Boston,MA,02130,Jamaica Plain",2200,0,0,1,1,4478,1.7,3640,6504,3.4,4773,14284,4.1,6864
Roxbury,"43 Dale St.,Unit 3,Boston,MA,02119,Roxbury",2200,0,0,1,1,3281,1.7,2263,6283,3.4,5176,10834,5.8,9467
Jamaica Plain,"14 Lakeville Rd.,Unit 10,Boston,MA,02130,Jamaica Plain",2200,0,0,1,1,4462,1.7,3624,6488,3.4,4757,14268,4.1,6848
Allston,"1039 Commonwealth,Unit 26,Boston,MA,02215,Allston",2200,0,0,1,1,5681,3.4,6134,314,0,754,5022,2.4,4496
Brighton,"1148 Commonwealth Ave.,Unit 41,Boston,MA,02134,Brighton",2200,0,0,1,1,6334,4.1,4222,963,2.4,787,4323,2.4,4512
Brighton,"357 Faneuil St.,Unit 3,Boston,MA,02135,Brighton",2200,0,0,2,1,11957,3.4,10000,8725,3.4,4125,2316,1.7,2710
Brighton,"1999 Commonwealth Ave.,Unit 34,Boston,MA,02135,Brighton",2200,0,0,1,1,7383,2.4,11382,4162,2.4,4660,1023,2.4,686
Jamaica Plain,"14 Lakeville Rd.,Unit 14,Boston,MA,02130,Jamaica Plain",2200,0,0,1,1,4462,1.7,3624,6488,3.4,4757,14268,4.1,6848
Brighton,"357 Faneuil St.,Unit 3,Boston,MA,02135,Brighton",2200,0,0,2,1,11957,3.4,10000,8725,3.4,4125,2316,1.7,2710
Dorchester,"15 Victory Rd.,Unit 41,Boston,MA,02122,Dorchester",2200,0,0,1,1,8204,1.7,7740,11604,3.4,13953,18373,2.4,22458
Hyde Park,"800 Hyde Park Ave.,Unit 33,Boston,MA,02136,Hyde Park",2200,0,0,1,1,9860,3.4,8273,12896,5.1,10207,21785,4.1,11123
Jamaica Plain,"14 Lakeville Rd.,Unit 10,Boston,MA,02130,Jamaica Plain",2200,0,0,1,1,4462,1.7,3624,6488,3.4,4757,14268,4.1,6848
Allston,"1120 commonwealth Ave.,Unit C,Boston,MA,02134,Allston",2225,0,0,2,1,6185,4.1,4073,814,2.4,638,4647,2.4,4790
Dorchester,"74 Kenwood St.,Unit 1,Boston,MA,02124,Dorchester",2245,0,0,1,1,7004,1.7,5969,10404,3.4,15574,18780,2.4,12971
Dorchester,"74 Kenwood St.,Unit 1,Boston,MA,02124,Dorchester",2245,0,0,1,1,7004,1.7,5969,10404,3.4,15574,18780,2.4,12971
Roxbury,"91 West Cottage St.,Unit 3,Boston,MA,02119,Roxbury",2250,0,0,1,1,3709,1.7,2502,6711,3.4,5308,11262,5.8,10151
Brighton,"10 Lothian Rd.,Unit 2,Boston,MA,02135,Brighton",2250,0,0,1,1,7076,2.4,6114,3856,2.4,3829,1596,2.4,1456
Brighton,"10 Lothian Rd.,Unit 6,Boston,MA,02135,Brighton",2250,0,0,1,1,7076,2.4,6114,3856,2.4,3829,1596,2.4,1456
Jamaica Plain,"14 Lakeville Rd.,Unit 12,Boston,MA,02130,Jamaica Plain",2250,0,0,1,1,4462,1.7,3624,6488,3.4,4757,14268,4.1,6848
Allston,"11 Barrows St.,Unit 3,Boston,MA,02134,Allston",2250,0,0,1,1,5000,4.1,6151,1888,1.7,1782,3918,2.4,4103
Roxbury,"88 Walnut Ave.,Unit 3,Boston,MA,02119,Roxbury",2250,0,0,1,1,3031,1.7,1998,6033,3.4,4802,10584,5.8,9012
Dorchester,"5 Victory Rd.,Unit 41,Boston,MA,02122,Dorchester",2250,0,0,1,1,8158,1.7,7787,11558,3.4,14000,18327,2.4,22505
Coolidge Corner,"60 Parkman St.,Unit B1,Brookline,MA,02446,Coolidge Corner",2250,0,0,1,1,3447,2.4,2793,888,0,888,6133,2.4,4540
Brighton,"36 Bellvista Rd.,Unit 47,Boston,MA,02135,Brighton",2250,0,0,1,1,5370,2.4,4365,2150,2.4,1949,3697,2.4,3025
Allston,"1160 Commonwealth Ave.,Unit 11,Boston,MA,02134,Allston",2250,0,0,1,1,4337,2.4,4404,1117,2.4,969,4950,2.4,4572
Brighton,"374 Chestnut Hill Ave.,Unit 45,Boston,MA,02135,Brighton",2250,0,0,1,1,6198,2.4,5441,3902,2.4,3949,1642,2.4,1552
Brighton,"1152 Commonwealth Ave.,Unit 49,Boston,MA,02134,Brighton",2250,0,0,1,1,6353,4.1,4241,982,2.4,806,4304,2.4,4531
Brighton,"43 Winship St.,Unit B,Boston,MA,02135,Brighton",2250,0,0,2,1,10757,3.4,7111,3175,1.7,3134,2244,4.1,1752
Brighton,"43 Winship St.,Unit B,Boston,MA,02135,Brighton",2250,0,0,2,1,10757,3.4,7111,3175,1.7,3134,2244,4.1,1752
Coolidge Corner,"60 Parkman St.,Unit B1,Brookline,MA,02446,Coolidge Corner",2250,0,0,1,1,3447,2.4,2793,888,0,888,4894,2.4,4540
Allston,"19-21 Royal St.,Unit 2,Boston,MA,02134,Allston",2250,0,0,2,1,7079,1.7,4992,2011,1.7,2071,4976,2.4,4678
Brighton,"43 Winship St.,Unit A,Boston,MA,02135,Brighton",2250,0,0,2,1,10756,3.4,7112,3176,1.7,3135,2243,4.1,1751
Allston,"11 Barrows St.,Unit 3,Boston,MA,02134,Allston",2250,0,0,1,1,5000,4.1,6151,1888,1.7,1782,3918,2.4,4103
Allston,"5 Barrows St.,Unit 2,Boston,MA,02134,Allston",2250,0,0,1,1,4988,4.1,6162,1876,1.7,1793,3929,2.4,4114
Coolidge Corner,"590 Washington,Unit 1,Brookline,MA,02446,Coolidge Corner",2250,0,0,1,1,4705,2.4,4222,2626,2.4,3149,3715,2.4,3316
Coolidge Corner,"60 Parkman St.,Unit B1,Brookline,MA,02446,Coolidge Corner",2250,0,0,1,1,3447,2.4,2793,888,0,888,4894,2.4,4540
Allston,"1160 Commonwealth Ave.,Unit 11,Boston,MA,02134,Allston",2250,0,0,1,1,4337,2.4,4404,1117,2.4,969,4950,2.4,4572
Brighton,"2 Ayr Rd.,Unit C,Boston,MA,02135,Brighton",2275,0,0,1,1,6155,2.4,5285,4170,2.4,3944,1910,2.4,1769
Brighton,"70 Chiswick Rd.,Unit 21,Boston,MA,02135,Brighton",2275,0,0,1,1,6644,2.4,5770,3424,2.4,3484,1742,2.4,1535
Dorchester,"725 Adams St.,Unit 735020,Boston,MA,02122,Dorchester",2295,0,0,1,1,9570,3.4,9622,12970,5.1,15835,17124,7.5,14114
Brighton,"9 Egremont Rd.,Unit 3,Boston,MA,02135,Brighton",2295,0,0,1,1,6429,2.4,5277,3209,2.4,3011,2322,2.4,3176
Brighton,"9 Egremont Rd.,Unit 3,Boston,MA,02135,Brighton",2295,0,0,1,1,6429,2.4,5277,3209,2.4,3011,2322,2.4,3176
Brighton,"28 Colborne Rd.,Unit 11,Boston,MA,02135,Brighton",2300,0,0,1,1,6349,2.4,5268,3129,2.4,2983,2242,2.4,2386
Jamaica Plain,"375 Centre St.,Unit 2,Boston,MA,02130,Jamaica Plain",2300,0,0,1,1,3374,1.7,2746,6046,3.4,4163,13827,4.1,6573
Jamaica Plain,"14 Lakeville Rd.,Unit 8,Boston,MA,02130,Jamaica Plain",2300,0,0,1,1,4462,1.7,3624,6488,3.4,4757,14268,4.1,6848
Coolidge Corner,"28 Bartlett Cres,Unit 1,Brookline,MA,02446,Coolidge Corner",2300,0,0,1,1,5772,4.1,2853,2524,4.1,1512,5314,4.1,4062
Dorchester,"2 Redfield St.,Unit 2,Boston,MA,02121,Dorchester",2300,0,0,2,1,10575,3.4,8350,13975,5.1,14563,22128,4.1,23068
Jamaica Plain,"78 south huntington Ave.,Unit 3,Boston,MA,02130,Jamaica Plain",2300,0,0,1,1,2162,2.4,2099,4967,4.1,2844,12697,4.1,6044
Coolidge Corner,"1469 Beacon St.,Unit 9,Brookline,MA,02446,Coolidge Corner",2300,0,0,1,1,4294,2.4,3433,2216,2.4,2092,3708,2.4,3720
Brighton,"1422 Commonwealth Ave.,Unit 1,Boston,MA,02134,Brighton",2300,0,0,2,1,5318,2.4,4709,2098,2.4,1907,3163,2.4,3244
Coolidge Corner,"1469 Beacon St.,Unit 9,Brookline,MA,02446,Coolidge Corner",2300,0,0,1,1,4294,2.4,3433,2216,2.4,2092,3708,2.4,3720
Brighton,"107 Gordon St.,Unit G1,Boston,MA,02135,Brighton",2300,0,0,2,1,5165,2.4,6593,1945,2.4,2519,3492,2.4,2962
Kenmore,"464 Commonwealth,Unit 26,Boston,MA,02215,Kenmore",2300,0,0,1,1,1854,1.7,757,449,0,548,7227,2.4,6713
Dorchester,"2 Redfield St.,Unit 2,Boston,MA,02121,Dorchester",2300,0,0,2,1,10575,3.4,8350,13975,5.1,14563,22128,4.1,23068
Jamaica Plain,"375 Centre St.,Unit 2,Boston,MA,02130,Jamaica Plain",2300,0,0,1,1,3374,1.7,2746,6046,3.4,4163,13827,4.1,6573
Dorchester,"5 Otisfield,Unit 1,Boston,MA,02121,Dorchester",2300,0,0,1,1,4817,1.7,3232,8217,3.4,6274,12370,5.8,11914
Dorchester,"5 Otisfield,Boston,MA,02121,Dorchester",2300,0,0,1,1,4819,1.7,3230,8219,3.4,6272,12372,5.8,11912
Dorchester,"2089 Dorchester Ave.,Unit 1,Boston,MA,02124,Dorchester",2300,0,0,2,1,8633,3.4,10387,12033,5.1,16600,20437,4.1,13132
Dorchester,"5 Otisfield,Boston,MA,02121,Dorchester",2300,0,0,1,1,4819,1.7,3230,8219,3.4,6272,12372,5.8,11912
Coolidge Corner,"28 Bartlett Cres,Unit 1,Brookline,MA,02446,Coolidge Corner",2300,0,0,1,1,5772,4.1,2853,2524,4.1,1512,5314,4.1,4062
Brighton,"28 Colborne Rd.,Unit 11,Boston,MA,02135,Brighton",2300,0,0,1,1,6349,2.4,5268,3129,2.4,2983,2242,2.4,2386
East Boston,"254 East Eagle,Unit 3,Boston,MA,02128,East Boston",2300,0,0,2,1,8942,2.4,8699,10858,2.4,8183,15553,2.4,18859
Porter Square,"27 Forest,Unit 2,Cambridge,MA,02140,Porter Square",2300,0,0,1,1,10937,2.4,7855,6679,5.1,5584,17535,2.4,9661
Dorchester,"2089 Dorchester Ave.,Unit 1,Boston,MA,02124,Dorchester",2300,0,0,2,1,8633,3.4,10387,12033,5.1,16600,20437,4.1,13132
Allston,"36 Linden,Unit 18,Boston,MA,02134,Allston",2300,0,0,1,1,4614,4.1,5305,1502,1.7,1181,4360,2.4,4293
Roslindale,"7 Fawndale,Unit 2,Boston,MA,02131,Roslindale",2300,0,0,2,1,7782,3.4,7104,9808,5.1,8760,13973,8.2,9929
Brighton,"25 North Beacon St.,Unit 4,Boston,MA,02134,Brighton",2300,0,0,1,1,5088,4.1,5772,1981,1.7,1698,4136,2.4,3455
Roslindale,"59 Bradeen St.,Unit 1,Boston,MA,02131,Roslindale",2300,0,0,2,1,7717,3.4,6613,9743,5.1,8269,13908,8.2,9438
Allston,"36 Linden,Unit 18,Boston,MA,02134,Allston",2300,0,0,1,1,4614,4.1,5305,1502,1.7,1181,4360,2.4,4293
Jamaica Plain,"6 Nira Ave.,Unit 2,Boston,MA,02130,Jamaica Plain",2300,0,0,2,1,2913,2.4,2532,9720,2.4,4156,13782,4.1,6868
Brighton,"107 Gordon St.,Unit G1,Boston,MA,02135,Brighton",2300,0,0,2,1,5165,2.4,6593,1945,2.4,2519,3492,2.4,2962
Brighton,"28 Colborne Rd.,Unit 11,Boston,MA,02135,Brighton",2300,0,0,1,1,6349,2.4,5268,3129,2.4,2983,2242,2.4,2386
Porter Square,"27 Forest,Unit 2,Cambridge,MA,02140,Porter Square",2300,0,0,1,1,10937,2.4,7855,6679,5.1,5584,17535,2.4,9661
Dorchester,"2 Redfield St.,Unit 2,Boston,MA,02121,Dorchester",2300,0,0,2,1,10575,3.4,8350,13975,5.1,14563,22128,4.1,23068
Dorchester,"725 Adams St.,Unit 725025,Boston,MA,02122,Dorchester",2320,0,0,1,1,9570,3.4,9622,12970,5.1,15835,17124,7.5,14114
Jamaica Plain,"3611 Washington St.,Unit 1610,Boston,MA,02130,Jamaica Plain",2335,0,0,1,1,6714,1.7,4624,8945,3.4,7003,11681,5.8,8020
Brighton,"126 Warren St.,Unit 45,Boston,MA,02135,Brighton",2350,0,0,2,1,5345,2.4,4701,2125,2.4,2025,3190,2.4,2899
Allston,"1160 Commonwealth Ave.,Unit 0B,Boston,MA,02134,Allston",2350,0,0,2,1,4700,2.4,4275,1480,2.4,840,4270,2.4,4564
Allston,"80 Gardner St.,Unit 20,Boston,MA,02134,Allston",2350,0,0,1,1,4383,4.1,6187,842,0,1141,4524,2.4,4865
Dorchester,"140 Welles,Unit 3,Boston,MA,02024,Dorchester",2350,0,0,2,1,7474,1.7,10778,11969,3.4,16991,15733,5.8,12929
East Boston,"156 Lexington St.,Unit 1,Boston,MA,02128,East Boston",2350,0,0,2,1,7899,2.4,8179,9815,2.4,7663,14510,2.4,18339
Roxbury,"91 West Cottage St.,Unit 3,Boston,MA,02125,Roxbury",2350,0,0,1,1,3709,1.7,2502,7109,3.4,5308,11262,5.8,10151
Brighton,"61 Selkirk Rd.,Unit 4,Boston,MA,02115,Brighton",2350,0,0,1,1,6716,2.4,5842,3496,2.4,3556,1814,2.4,1607
Brighton,"61 Selkirk Rd.,Unit 4,Boston,MA,02115,Brighton",2350,0,0,1,1,6716,2.4,5842,3496,2.4,3556,1814,2.4,1607
Brighton,"103 Gordon St.,Unit 14,Boston,MA,02134,Brighton",2350,0,0,2,1,5183,2.4,6611,1963,2.4,2537,3510,2.4,2980
Allston,"1404 Commonwealth Ave.,Unit 12,Boston,MA,02135,Allston",2350,0,0,1,1,5051,2.4,4614,1831,2.4,1812,3378,2.4,3149
Roxbury,"91 West Cottage St.,Unit 3,Boston,MA,02125,Roxbury",2350,0,0,1,1,3709,1.7,2502,7109,3.4,5308,11262,5.8,10151
Brighton,"41 Winship St.,Unit A,Boston,MA,02135,Brighton",2350,0,0,2,1,8375,3.4,7110,3174,1.7,3133,2245,4.1,1754
West Roxbury,"34 Freeman Ave.,Unit 34,Boston,MA,02132,West Roxbury",2350,0,0,2,1,11845,3.4,12837,13871,5.1,12477,21651,5.8,10756
Jamaica Plain,"14 Lakeville Rd.,Unit 11,Boston,MA,02130,Jamaica Plain",2350,0,0,1,1,4462,1.7,3624,6488,3.4,4757,14268,4.1,6848
Brighton,"126 Warren St.,Unit 12,Boston,MA,02135,Brighton",2350,0,0,2,1,5345,2.4,4701,2125,2.4,2025,3190,2.4,2899
Brighton,"126 Warren St.,Unit 22,Boston,MA,02135,Brighton",2350,0,0,2,1,5345,2.4,4701,2125,2.4,2025,3190,2.4,2899
Brighton,"126 Warren St.,Unit 25,Boston,MA,02135,Brighton",2350,0,0,2,1,5345,2.4,4701,2125,2.4,2025,3190,2.4,2899
Jamaica Plain,"14 Lakeville Rd.,Unit 11,Boston,MA,02130,Jamaica Plain",2350,0,0,1,1,4462,1.7,3624,6488,3.4,4757,14268,4.1,6848
Brighton,"70 Chiswick Rd.,Unit 12,Boston,MA,02135,Brighton",2375,0,0,1,1,6644,2.4,5770,3424,2.4,3484,1742,2.4,1535
Brighton,"107 Gordon St.,Unit G2,Boston,MA,02135,Brighton",2375,0,0,2,1,5165,2.4,6593,1945,2.4,2519,3492,2.4,2962
Jamaica Plain,"3611 Washington St.,Unit 1314,Boston,MA,02130,Jamaica Plain",2375,0,0,1,1,5960,3.4,4624,8945,3.4,7003,11681,5.8,8020
Brighton,"72 Euston Road.,Unit 106,Boston,MA,02135,Brighton",2375,0,0,1,1,6435,2.4,5181,3215,2.4,2896,2328,2.4,2583
Allston,"3 Ridgemont St.,Unit 2,Boston,MA,02134,Allston",2375,0,0,2,1,5320,4.1,6445,2208,1.7,2371,3747,2.4,3131
Brighton,"123 Sutherland Rd.,Unit A,Boston,MA,02135,Brighton",2395,0,0,1,1,6368,2.4,5450,3148,2.4,3165,2261,2.4,2205
West Roxbury,"90 Gardner St.,Unit 2B,Boston,MA,02134,West Roxbury",2395,0,0,1,1,15959,5.1,10977,13720,5.1,10617,16661,7.5,8114
Back Bay,"291 Commonwealth Ave.,Unit 5,Boston,MA,02116,Back Bay",2395,0,0,1,1,1739,1.7,1459,1031,0,1009,8022,2.4,7174
Fenway,"171 Hemenway St.,Unit 18,Boston,MA,02115,Fenway",2400,0,0,1,1,214,0,214,3564,1.7,1509,9054,5.8,7904
Brighton,"126 Warren St.,Unit 42,Boston,MA,02135,Brighton",2400,0,0,2,1,5345,2.4,4701,2125,2.4,2025,3190,2.4,2899
Jamaica Plain,"107 Heath St.,Unit 3,Boston,MA,02130,Jamaica Plain",2400,0,0,2,1,3219,1.7,1913,6619,3.4,3730,14538,2.4,6930
Roxbury,"55 Bartlett Station Dr.,Unit 304,Boston,MA,02119,Roxbury",2400,0,0,1,1,2211,1.7,1958,5424,1.7,4062,9538,4.1,8898
Brighton,"61 Selkirk Rd.,Unit 4,Boston,MA,02115,Brighton",2400,0,0,1,1,6716,2.4,5842,3496,2.4,3556,1814,2.4,1607
Allston,"25 Pratt St.,Unit 1,Boston,MA,02134,Allston",2400,0,0,1,1,4795,4.1,5384,1683,1.7,1629,4541,2.4,4741
Brighton,"103 Gordon St.,Unit 1,Boston,MA,02134,Brighton",2400,0,0,2,1,5183,2.4,6611,1963,2.4,2537,3510,2.4,2980
Brighton,"131 Washington St.,Unit 42,Boston,MA,02135,Brighton",2400,0,0,1,1,5963,2.4,5107,2743,2.4,2822,2748,2.4,2509
Roxbury,"55 Bartlett Station Dr.,Unit 210,Boston,MA,02119,Roxbury",2400,0,0,1,1,2211,1.7,1958,5424,1.7,4062,9538,4.1,8898
Brighton,"1455 Commonwealth Ave.,Unit 608,Boston,MA,02135,Brighton",2400,0,0,1,1,5388,2.4,6564,2168,2.4,2490,3233,2.4,2861
East Boston,"40 West Eagle St.,Unit 3,Boston,MA,02128,East Boston",2400,0,0,1,1,7807,4.1,8362,9723,4.1,7846,14418,4.1,18522
West Roxbury,"5295 Washington St.,Unit 2,Boston,MA,02132,West Roxbury",2400,0,0,1,1,12338,3.4,13513,14364,5.1,13153,22144,5.8,10478
Roxbury,"6 Alvah Kittredge Pk,Unit 2,Boston,MA,02119,Roxbury",2400,0,0,2,1,1621,1.7,1299,5328,3.4,3403,9123,4.1,8271
Jamaica Plain,"339 Centre St.,Unit 3,Boston,MA,02130,Jamaica Plain",2400,0,0,1,1,3110,1.7,2482,5944,4.1,4428,14092,4.1,6838
Dorchester,"36 Nahant Ave.,Unit 4,Boston,MA,02122,Dorchester",2400,0,0,2,1,15010,4.1,9362,13459,5.1,15575,21612,4.1,24080
Brighton,"103 Gordon St.,Unit 1,Boston,MA,02134,Brighton",2400,0,0,2,1,5183,2.4,6611,1963,2.4,2537,3510,2.4,2980
Allston,"20 Armington St.,Unit 13,Boston,MA,02134,Allston",2400,0,0,1,1,4924,4.1,5999,1812,1.7,1630,3896,2.4,3678
Brighton,"365 Faneuil St.,Unit 11,Boston,MA,02135,Brighton",2400,0,0,2,1,12302,3.4,10053,9070,3.4,4179,2262,1.7,2764
Brighton,"153 Strathmore Rd.,Unit 5,Boston,MA,02135,Brighton",2400,0,0,2,1,6952,2.4,5990,3732,2.4,3705,1472,2.4,1332
Brighton,"1450 Commonwealth Ave.,Unit 25,Boston,MA,02135,Brighton",2400,0,0,1,1,5347,2.4,4705,2127,2.4,2038,3192,2.4,3375
Allston,"10 Mead St.,Unit 2,Boston,MA,02134,Allston",2400,0,0,2,1,8728,3.4,6153,3541,3.4,3388,6565,4.1,4908
Dorchester,"112 Adams,Unit BR,Boston,MA,02122,Dorchester",2400,0,0,2,1,6002,1.7,4654,9402,3.4,14233,13555,5.8,13238
Brighton,"1450 Commonwealth Ave.,Unit 25,Boston,MA,02135,Brighton",2400,0,0,1,1,5347,2.4,4705,2127,2.4,2038,3192,2.4,3375
Allston,"10 Mead St.,Unit 2,Boston,MA,02134,Allston",2400,0,0,2,1,8728,3.4,6153,3541,3.4,3388,6565,4.1,4908
Brighton,"103 Gordon St.,Unit 1,Boston,MA,02134,Brighton",2400,0,0,2,1,5183,2.4,6611,1963,2.4,2537,3510,2.4,2980
Chinatown,"12 Tyler St.,Unit 3,Boston,MA,02111,Chinatown",2400,0,0,2,1,3645,2.4,4126,5565,2.4,3877,10259,2.4,15529
East Boston,"80 Orleans St.,Unit 4,Boston,MA,02128,East Boston",2400,0,0,2,1,6499,2.4,8126,8415,2.4,7610,13110,2.4,18286
Brighton,"365 Faneuil St.,Unit 12,Boston,MA,02135,Brighton",2400,0,0,2,1,12303,3.4,10052,9071,3.4,4178,2264,1.7,2763
Hyde Park,"654 Metropolitan Ave.,Unit 2,Boston,MA,02136,Hyde Park",2400,0,0,2,1,10993,3.4,9157,12904,5.8,11091,26147,4.1,12432
Brighton,"361 Faneuil St.,Unit 5,Boston,MA,02135,Brighton",2400,0,0,2,1,11983,3.4,10026,4803,1.7,4152,2289,1.7,2737
Brighton,"126 Warren St.,Unit 42,Boston,MA,02135,Brighton",2400,0,0,2,1,5222,2.4,4701,2002,2.4,2025,3190,2.4,2899
Brighton,"361 Faneuil St.,Unit 7,Boston,MA,02135,Brighton",2400,0,0,2,1,11983,3.4,10026,4803,1.7,4152,2289,1.7,2737
Brighton,"1412 Commonwealth Ave.,Unit 3,Boston,MA,02134,Brighton",2400,0,0,2,1,5096,2.4,4659,1876,2.4,1857,3423,2.4,3194
Allston,"80 Gardner St.,Unit 10,Boston,MA,02134,Allston",2400,0,0,1,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Brighton,"126 Warren St.,Unit 42,Boston,MA,02135,Brighton",2400,0,0,2,1,5222,2.4,4701,2002,2.4,2025,3190,2.4,2899
Allston,"80 Gardner St.,Unit 23,Boston,MA,02134,Allston",2400,0,0,1,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Brighton,"61 Selkirk Rd.,Unit 4,Boston,MA,02115,Brighton",2400,0,0,1,1,6716,2.4,5842,3496,2.4,3556,1814,2.4,1607
Brighton,"103 Gordon St.,Unit 1,Boston,MA,02134,Brighton",2400,0,0,2,1,5183,2.4,6611,1963,2.4,2537,3510,2.4,2980
Mission Hill,"12 Wait St.,Unit 2F,Boston,MA,02120,Mission Hill",2400,0,0,1,1,1263,2.4,1350,4097,3.4,2621,11878,4.1,6372
Brighton,"126 Warren St.,Unit 35,Boston,MA,02135,Brighton",2400,0,0,2,1,5222,2.4,4701,2002,2.4,2025,3190,2.4,2899
Hyde Park,"654 Metropolitan Ave.,Unit 2,Boston,MA,02136,Hyde Park",2400,0,0,2,1,10993,3.4,9157,12904,5.8,11091,26147,4.1,12432
Chinatown,"12 Tyler St.,Unit 3,Boston,MA,02111,Chinatown",2400,0,0,2,1,3645,2.4,4126,5565,2.4,3877,10259,2.4,15529
Allston,"3 Ridgemont St.,Unit 5,Boston,MA,02134,Allston",2400,0,0,2,1,5326,4.1,6439,2214,1.7,2365,3753,2.4,3125
Brighton,"1455 Commonwealth Ave.,Unit 608,Boston,MA,02135,Brighton",2400,0,0,1,1,5388,2.4,6564,2168,2.4,2490,3233,2.4,2861
Brighton,"126 Warren St.,Unit 35,Boston,MA,02135,Brighton",2400,0,0,2,1,5222,2.4,4701,2002,2.4,2025,3190,2.4,2899
Dorchester,"31 Rawson,Unit 2,Boston,MA,02125,Dorchester",2400,0,0,2,1,6628,1.7,3171,9460,2.4,9762,14155,2.4,18294
Bay Village,"8 Fayette St.,Unit 4L,Boston,MA,02116,Bay Village",2400,0,0,1,1,2881,1.7,3971,4988,2.4,3455,9683,2.4,15042
Allston,"11 Saint Lukes Rd.,Unit B,Boston,MA,02134,Allston",2400,0,0,1,1,4033,4.1,6038,921,1.7,1377,4634,2.4,4147
Brighton,"153 Strathmore Rd.,Unit 5,Boston,MA,02135,Brighton",2400,0,0,2,1,6952,2.4,5990,3732,2.4,3705,1472,2.4,1332
Jamaica Plain,"12 Glenside,Unit 2,Boston,MA,02130,Jamaica Plain",2400,0,0,2,1,4953,1.7,3887,8407,3.4,6298,11797,6.5,8075
Brighton,"365 Faneuil St.,Unit 1,Boston,MA,02135,Brighton",2400,0,0,2,1,12302,3.4,10053,9070,3.4,4179,2262,1.7,2764
Brighton,"361 Faneuil St.,Unit 5,Boston,MA,02135,Brighton",2400,0,0,2,1,11983,3.4,10026,4803,1.7,4152,2289,1.7,2737
Brighton,"361 Faneuil St.,Unit 7,Boston,MA,02135,Brighton",2400,0,0,2,1,11983,3.4,10026,4803,1.7,4152,2289,1.7,2737
Dorchester,"26 Rosedale,Unit 1,Boston,MA,02124,Dorchester",2400,0,0,2,1,6700,1.7,5732,10100,3.4,15905,14253,5.8,12627
Dorchester,"26 Rosedale,Unit 2,Boston,MA,02124,Dorchester",2400,0,0,2,1,6700,1.7,5732,10100,3.4,15905,14253,5.8,12627
Allston,"80 Gardner St.,Unit 23,Boston,MA,02134,Allston",2400,0,0,1,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Brighton,"103 Gordon St.,Unit 1,Boston,MA,02134,Brighton",2400,0,0,2,1,5183,2.4,6611,1963,2.4,2537,3510,2.4,2980
Charlestown,"84 Bunker Hill St.,Unit 1,Boston,MA,02129,Charlestown",2400,0,0,1,1,8307,4.1,7201,8875,4.1,6685,13570,4.1,17361
Jamaica Plain,"3611 Washington St.,Unit 1205,Boston,MA,02130,Jamaica Plain",2406,0,0,1,1,5960,3.4,4624,8945,3.4,7003,11681,5.8,8020
Mission Hill,"75 Saint Alphonsus St.,Unit 1014,Boston,MA,02120,Mission Hill",2419,0,0,1,1,902,2.4,966,5314,4.1,2297,12405,2.4,6937
Back Bay,"384 Commonwealth Ave.,Unit 22,Boston,MA,02215,Back Bay",2425,0,0,1,1,1585,1.7,1219,684,0,1290,7878,2.4,12797
West Roxbury,"30 Rockingham Ave.,Unit 512,Boston,MA,02132,West Roxbury",2425,0,0,1,1,11780,3.4,12676,13806,5.1,12316,21586,5.8,10595
Jamaica Plain,"3611 Washington St.,Unit 2322,Boston,MA,02130,Jamaica Plain",2426,0,0,1,1,5960,3.4,4624,8945,3.4,7003,11681,5.8,8020
Jamaica Plain,"3611 Washington St.,Unit 2338,Boston,MA,02130,Jamaica Plain",2431,0,0,1,1,5960,3.4,4624,8945,3.4,7003,11681,5.8,8020
