Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath,Northeastern University_transit,Northeastern University_driving,Boston University_transit_distance,Boston University_driving_distance,Boston College_transit_distance,Boston College_driving_distance,Northeastern University_transit_cost,Boston University_transit_cost,Boston College_transit_cost
Brighton,"175 Washington St.,Unit 3407,Boston,MA,02135,Brighton",4275,0.13,0.25,2.0,2.0,8711.0,5395,3031.0,3110,3036.0,2797,3.4,2.4,2.4
Brighton,"175 Washington St.,Unit 3221,Boston,MA,02135,Brighton",4275,0.13,0.25,2.0,2.0,8711.0,5395,3031.0,3110,3036.0,2797,3.4,2.4,2.4
Jamaica Plain,"3611 Washington St.,Unit 2211,Boston,MA,02130,Jamaica Plain",4282,0.03,0.28,3.0,2.0,5960.0,4624,8945.0,7003,11681.0,8020,3.4,3.4,5.8
Fenway,"1330 Boylston St.,Unit 203,Boston,MA,02215,Fenway",4286,0.2866,1.86,1.0,1.0,2902.0,1185,1462.0,1267,7771.0,6214,1.7,1.7,2.4
North End,"50 Causeway St.,Unit 2901,Boston,MA,02114,North End",4288,0.0,0.0,1.0,1.0,4902.0,4894,6827.0,4378,11522.0,15054,2.4,2.4,2.4
Back Bay,"135 Clarendon St.,Unit 11R,Boston,MA,02116,Back Bay",4295,0.0,0.0,1.0,1.0,2362.0,1892,5650.0,2921,8969.0,14827,1.7,4.1,2.4
Allston,"65 Brainerd Rd.,Unit 60-503,Boston,MA,02134,Allston",4296,0.13,0.25,2.0,1.0,7264.0,4285,1567.0,1599,4357.0,4194,3.4,2.4,2.4
Kenmore,"452 Park Dr.,Unit 22,Boston,MA,02215,Kenmore",4299,0.0,0.0,3.0,1.0,2715.0,1495,809.0,1399,6499.0,7459,1.7,1.7,2.4
Jamaica Plain,"250 Centre St.,Unit 600,Boston,MA,02119,Jamaica Plain",4300,0.03,0.28,2.0,1.0,2672.0,1990,6072.0,4920,9836.0,7330,1.7,3.4,5.8
Midtown,"1 Avery St.,Unit 15C,Boston,MA,02111,Midtown",4300,0.0,0.0,1.0,1.0,3216.0,3031,6915.0,3775,9830.0,15155,2.4,4.1,2.4
Back Bay,"405 Commonwealth Ave.,Unit 9,Boston,MA,02215,Back Bay",4300,0.0,0.0,2.0,1.0,1611.0,984,564.0,535,7988.0,6699,1.7,0.0,2.4
West Roxbury,"23 Charles Park Rd.,Unit 23,Boston,MA,02132,West Roxbury",4300,0.0,0.0,3.0,2.0,12637.0,12536,19283.0,12176,23978.0,8178,8.2,5.8,5.8
Jamaica Plain,"250 Centre St.,Unit 509,Boston,MA,02119,Jamaica Plain",4300,0.03,0.28,2.0,1.0,2672.0,1990,6072.0,4920,9836.0,7330,1.7,3.4,5.8
Mission Hill,"192 Hillside St.,Unit 3,Boston,MA,02120,Mission Hill",4300,0.0,0.0,3.0,1.0,1803.0,1668,4525.0,3188,12305.0,6388,2.4,3.4,4.1
Bay Village,"90 Broadway,Unit 3D,Boston,MA,02116,Bay Village",4300,0.0,0.0,2.0,1.0,2990.0,2459,6816.0,3444,9576.0,14487,1.7,4.1,2.4
Dorchester,"1241-1251 Adams St.,Unit F608,Boston,MA,02124,Dorchester",4300,0.284,0.37,2.0,2.0,11990.0,11387,13776.0,17600,21929.0,13384,3.4,5.1,4.1
Kenmore,"534 Commonwealth Ave.,Unit 3B,Boston,MA,02215,Kenmore",4300,0.0,0.0,2.0,2.0,1423.0,1078,160.0,354,7071.0,6519,2.4,0.0,2.4
Beacon Hill,"10 Bowdoin,Unit 303,Boston,MA,02114,Beacon Hill",4300,0.0,0.0,2.0,2.0,4378.0,4456,6294.0,3940,10989.0,14616,2.4,2.4,2.4
Riverside,"950 Massachusetts Ave.,Unit 405,Cambridge,MA,02139,Riverside",4300,0.0,0.0,2.0,2.0,4301.0,5568,6248.0,3124,10942.0,9307,1.7,4.1,4.1
Midtown,"665 Washington St.,Unit PH26A,Boston,MA,02116,Midtown",4300,0.0,0.0,1.0,1.0,3413.0,4532,6882.0,6927,10027.0,15946,2.4,4.1,2.4
East Boston,"80 Trenton,Unit 2,Boston,MA,02128,East Boston",4300,0.0,0.0,3.0,2.0,8303.0,8424,9617.0,7908,14312.0,18584,4.1,4.1,4.1
Fort Hill,"53 Fort Ave.,Unit 3,Boston,MA,02119,Fort Hill",4300,0.0,0.0,3.0,1.0,2152.0,1567,5552.0,3559,12649.0,7915,1.7,3.4,4.1
Mission Hill,"1467 Tremont,Unit 403,Boston,MA,02120,Mission Hill",4300,0.0,0.0,2.0,1.0,1716.0,982,6394.0,2702,8263.0,7091,1.7,3.4,4.1
Jamaica Plain,"45 Burnett St.,Unit 204,Boston,MA,02130,Jamaica Plain",4300,0.03,0.28,3.0,2.0,5895.0,4551,8880.0,7244,18210.0,8261,3.4,3.4,4.1
Mission Hill,"1467 Tremont,Unit 403,Boston,MA,02120,Mission Hill",4300,0.0,0.0,2.0,1.0,1716.0,982,6394.0,2702,8263.0,7091,1.7,3.4,4.1
Brighton,"175 Washington St.,Unit 3317,Boston,MA,02135,Brighton",4301,0.13,0.25,2.0,2.0,8711.0,5395,3031.0,3110,3036.0,2797,3.4,2.4,2.4
Fenway,"1330 Boylston St.,Unit 212,Boston,MA,02215,Fenway",4311,0.2866,1.86,1.0,1.0,2902.0,1185,1462.0,1267,7461.0,6214,1.7,1.7,2.4
East Boston,"63 Lewis St.,Unit 1-329,Boston,MA,02128,East Boston",4313,0.0,0.0,2.0,2.0,6329.0,8611,8245.0,8095,12940.0,18771,2.4,2.4,2.4
Financial District,"1 India St.,Unit 11J,Boston,MA,02109,Financial District",4320,0.0,0.0,2.0,2.0,4460.0,5296,6376.0,4698,11071.0,16703,2.4,2.4,2.4
Mission Hill,"101 South Huntington Ave.,Unit 509,Boston,MA,02130,Mission Hill",4323,0.0,0.0,1.0,1.0,2123.0,2119,4900.0,2864,12681.0,6064,2.4,3.4,4.1
Midtown,"45 Stuart St.,Unit 1209,Boston,MA,02116,Midtown",4325,0.0,0.0,1.0,1.0,3302.0,2728,6979.0,3471,9916.0,14852,2.4,4.1,2.4
Back Bay,"12 Commonwealth Ave.,Unit 305,Boston,MA,02116,Back Bay",4325,0.0,0.0,1.0,1.0,2707.0,3374,4627.0,2503,9322.0,14861,2.4,2.4,2.4
Fenway,"180 Brookline Ave.,Unit 1401,Boston,MA,02215,Fenway",4326,0.2866,1.86,1.0,1.0,2634.0,1429,1348.0,1153,7248.0,6100,1.7,1.7,2.4
Mission Hill,"1575 Tremont St.,Unit 1103,Boston,MA,02120,Mission Hill",4336,0.0,0.0,2.0,1.0,1349.0,1289,5580.0,2620,7984.0,6760,2.4,3.4,4.1
Allston,"219 Western Ave.,Unit N917,Boston,MA,02134,Allston",4346,0.13,0.25,1.0,1.0,8495.0,5857,3543.0,4363,5629.0,5860,3.4,3.4,4.1
Financial District,"1 India St.,Unit 4I,Boston,MA,02109,Financial District",4348,0.0,0.0,2.0,2.0,4460.0,5296,6376.0,4698,11071.0,16703,2.4,2.4,2.4
North End,"28 Fleet St.,Unit 3,Boston,MA,02113,North End",4350,0.0,0.0,3.0,1.0,4946.0,5901,6027.0,5846,11382.0,17308,2.4,4.1,2.4
Back Bay,"389 Commonwealth Ave.,Unit 4,Boston,MA,02115,Back Bay",4350,0.0,0.0,2.0,1.0,1549.0,1046,625.0,596,7926.0,6761,1.7,0.0,2.4
Waterfront,"65 East India Row - Tower 2,Unit 17G,Boston,MA,02114,Waterfront",4350,0.0,0.0,2.0,1.0,4965.0,5137,6881.0,6838,11576.0,16544,2.4,2.4,2.4
Fenway,"1260 Boylston St.,Unit 521,Boston,MA,02215,Fenway",4350,0.2866,1.86,1.0,1.0,686.0,919,798.0,1116,7815.0,6481,0.0,0.0,2.4
Jamaica Plain,"44 Evergreen St.,Unit 1,Boston,MA,02130,Jamaica Plain",4350,0.03,0.28,2.0,2.0,2845.0,2791,5702.0,3847,13482.0,6736,2.4,3.4,4.1
Dorchester,"24 Oyster Bay Rd.,Unit 170086,Boston,MA,02125,Dorchester",4350,0.284,0.37,2.0,2.0,9029.0,5542,11123.0,11755,15818.0,20260,4.1,2.4,2.4
Mission Hill,"1467 Tremont,Unit 405,Boston,MA,02120,Mission Hill",4350,0.0,0.0,2.0,1.0,1716.0,982,5860.0,2702,8263.0,7091,1.7,3.4,4.1
Mission Hill,"1467 Tremont,Unit 405,Boston,MA,02120,Mission Hill",4350,0.0,0.0,2.0,1.0,1716.0,982,5860.0,2702,8263.0,7091,1.7,3.4,4.1
Back Bay,"28 Exeter St.,Unit 707,Boston,MA,02116,Back Bay",4350,0.0,0.0,1.0,1.0,2205.0,2428,4029.0,1978,8724.0,8143,1.7,2.4,2.4
Fenway,"1330 Boylston St.,Unit 517,Boston,MA,02215,Fenway",4361,0.2866,1.86,1.0,1.0,715.0,1131,699.0,1328,7716.0,6269,0.0,0.0,2.4
Brighton,"175 Washington St.,Unit 3501,Boston,MA,02135,Brighton",4369,0.13,0.25,2.0,2.0,8255.0,5395,3031.0,3110,3036.0,2797,3.4,2.4,2.4
Brighton,"175 Washington St.,Unit 3201,Boston,MA,02135,Brighton",4369,0.13,0.25,2.0,2.0,8255.0,5395,3031.0,3110,3036.0,2797,3.4,2.4,2.4
Brighton,"175 Washington St.,Unit 3235,Boston,MA,02135,Brighton",4369,0.13,0.25,2.0,2.0,8255.0,5395,3031.0,3110,3036.0,2797,3.4,2.4,2.4
Brighton,"175 Washington St.,Unit 107,Boston,MA,02135,Brighton",4371,0.13,0.25,2.0,1.0,8255.0,5395,3031.0,3110,3036.0,2797,3.4,2.4,2.4
Roxbury,"6 Alvah Kittredge Pk,Unit 3,Boston,MA,02119,Roxbury",4375,0.38,0.07,3.0,2.0,1621.0,1299,5358.0,3403,9123.0,8271,1.7,3.4,4.1
Jamaica Plain,"201 South Huntington Ave.,Unit 221-501,Boston,MA,02130,Jamaica Plain",4375,0.03,0.28,2.0,2.0,2640.0,2611,8418.0,3356,13113.0,6556,2.4,4.1,4.1
Fenway,"180 Brookline Ave.,Unit 1532,Boston,MA,02215,Fenway",4376,0.2866,1.86,1.0,1.0,2573.0,1438,1287.0,1147,7330.0,6094,1.7,1.7,2.4
Fenway,"1330 Boylston St.,Unit 917,Boston,MA,02215,Fenway",4386,0.2866,1.86,1.0,1.0,715.0,1131,699.0,1328,7716.0,6269,0.0,0.0,2.4
Allston,"219 Western Ave.,Unit S629,Boston,MA,02134,Allston",4386,0.13,0.25,1.0,1.0,8495.0,5857,3543.0,4363,5629.0,5860,3.4,3.4,4.1
Roxbury,"431 Melnea Cass Blvd.,Unit 610,Boston,MA,02119,Roxbury",4390,0.38,0.07,2.0,2.0,520.0,496,4549.0,3224,12813.0,9343,0.0,1.7,4.1
Fenway,"1260 Boylston St.,Unit 820,Boston,MA,02215,Fenway",4395,0.2866,1.86,1.0,1.0,686.0,919,798.0,1116,7815.0,6481,0.0,0.0,2.4
Mid Cambridge,"929 Massachusetts Ave.,Unit 3C,Cambridge,MA,02139,Mid Cambridge",4395,0.0,0.0,3.0,2.0,4284.0,5816,6231.0,3372,10925.0,9555,1.7,4.1,4.1
North End,"110 Beverly St.,Unit 534,Boston,MA,02114,North End",4395,0.0,0.0,2.0,1.0,4869.0,6099,6794.0,4542,11497.0,17518,2.4,2.4,2.4
Allston,"1189 Commonwealth Ave.,Unit 1,Boston,MA,02134,Allston",4395,0.13,0.25,3.0,2.0,6580.0,5760,1209.0,1099,3999.0,3869,4.1,2.4,2.4
North End,"220 Hanover St.,Unit 15,Boston,MA,02113,North End",4395,0.0,0.0,3.0,1.0,4629.0,6442,5710.0,4646,11065.0,17861,2.4,4.1,2.4
Midtown,"45 Stuart St.,Unit 1909,Boston,MA,02116,Midtown",4395,0.0,0.0,1.0,1.0,3302.0,2728,6979.0,3471,9916.0,14852,2.4,4.1,2.4
Fenway,"1260 Boylston St.,Unit 818,Boston,MA,02215,Fenway",4395,0.2866,1.86,1.0,1.0,686.0,919,798.0,1116,7815.0,6481,0.0,0.0,2.4
Brighton,"104-106 Warren St.,Unit 5,Boston,MA,02135,Brighton",4395,0.13,0.25,2.0,1.0,8124.0,6935,2224.0,2125,3289.0,2999,3.4,2.4,2.4
Brighton,"104-106 Warren St.,Unit 2,Boston,MA,02135,Brighton",4395,0.13,0.25,2.0,1.0,8124.0,6935,2224.0,2125,3289.0,2999,3.4,2.4,2.4
Mission Hill,"1575 Tremont St.,Unit 904,Boston,MA,02120,Mission Hill",4396,0.0,0.0,2.0,1.0,1349.0,1289,5580.0,2620,7984.0,6760,2.4,3.4,4.1
Fenway,"1350 Boylston St.,Unit 505,Boston,MA,02215,Fenway",4398,0.2866,1.86,1.0,1.0,2881.0,1206,1441.0,1246,7792.0,6193,1.7,1.7,2.4
Fenway,"200 Brookline Ave.,Unit 609,Boston,MA,02215,Fenway",4399,0.2866,1.86,1.0,1.0,2612.0,1566,1228.0,1032,6869.0,5979,1.7,1.7,2.4
Allston,"55 Brighton Ave.,Unit 503,Boston,MA,02134,Allston",4400,0.13,0.25,2.0,2.0,6297.0,5725,1095.0,846,4808.0,4223,3.4,1.7,2.4
Jamaica Plain,"31 Woodlawn,Unit 1,Boston,MA,02130,Jamaica Plain",4400,0.03,0.28,3.0,2.0,6739.0,5168,8637.0,7219,16545.0,8236,1.7,4.1,4.1
North End,"64 North Margin St.,Unit 2R,Boston,MA,02113,North End",4400,0.0,0.0,2.0,1.0,5017.0,6364,6951.0,5079,11645.0,17783,2.4,2.4,2.4
Mission Hill,"97 Calumet,Unit 1,Boston,MA,02120,Mission Hill",4400,0.0,0.0,3.0,2.0,1493.0,1351,5833.0,2682,8237.0,6697,2.4,3.4,4.1
Brighton,"365 Western Ave.,Unit 302,Boston,MA,02135,Brighton",4400,0.13,0.25,2.0,2.0,8865.0,7225,5633.0,5731,5064.0,4166,3.4,3.4,4.1
Mission Hill,"97 Calumet St.,Unit 1,Boston,MA,02120,Mission Hill",4400,0.0,0.0,3.0,2.0,1493.0,1351,5833.0,2682,8237.0,6697,2.4,3.4,4.1
Allston,"1185 Commonwealth Ave.,Unit 101,Boston,MA,02134,Allston",4400,0.13,0.25,4.0,2.0,6596.0,5776,1225.0,1115,4015.0,3885,4.1,2.4,2.4
Kendall Square,"317 Cardinal Medeiros Ave.,Unit 3,Cambridge,MA,02141,Kendall Square",4400,0.0,0.0,3.0,2.0,3872.0,3571,4736.0,3477,10940.0,8644,1.7,3.4,5.8
Back Bay,"286 Beacon,Unit 4,Boston,MA,02116,Back Bay",4400,0.0,0.0,1.0,1.0,2625.0,1885,4449.0,1366,9144.0,12333,1.7,2.4,2.4
Jamaica Plain,"201 South Huntington Ave.,Unit 221-106,Boston,MA,02130,Jamaica Plain",4400,0.03,0.28,2.0,2.0,2640.0,2611,8418.0,3356,13113.0,6556,2.4,4.1,4.1
North End,"6 North Hudson St.,Unit 1,Boston,MA,02113,North End",4400,0.0,0.0,2.0,2.0,5170.0,6508,7095.0,5014,11790.0,17927,2.4,2.4,2.4
Brighton,"40 Orkney,Unit 3Furnished,Boston,MA,02135,Brighton",4400,0.13,0.25,2.0,1.0,8400.0,5374,5193.0,4033,1821.0,1858,4.1,3.4,2.4
Jamaica Plain,"314 Centre St.,Unit 3,Boston,MA,02130,Jamaica Plain",4400,0.03,0.28,4.0,2.0,6644.0,2351,6379.0,4559,15186.0,6969,1.7,3.4,2.4
Dorchester,"19 Sudan St.,Unit 2,Boston,MA,02125,Dorchester",4400,0.284,0.37,4.0,2.0,7914.0,4097,10925.0,11851,15571.0,20356,3.4,2.4,2.4
Jamaica Plain,"201 South Huntington Ave.,Unit 201-103,Boston,MA,02130,Jamaica Plain",4400,0.03,0.28,1.0,1.0,2640.0,2611,8418.0,3356,13113.0,6556,2.4,4.1,4.1
Mission Hill,"24 Lawn,Unit 2,Boston,MA,02130,Mission Hill",4400,0.0,0.0,4.0,2.0,2859.0,2154,9666.0,3554,13333.0,6754,2.4,2.4,4.1
Brighton,"2 Colliston Rd.,Unit B,Boston,MA,02135,Brighton",4400,0.13,0.25,4.0,1.0,7941.0,4926,3413.0,2920,2526.0,2350,4.1,2.4,2.4
Mission Hill,"24 Lawn St.,Unit 3,Boston,MA,02130,Mission Hill",4400,0.0,0.0,4.0,2.0,2859.0,2154,9666.0,3554,13333.0,6754,2.4,2.4,4.1
Dorchester,"201 East Cottage St.,Unit 2,Boston,MA,02125,Dorchester",4400,0.284,0.37,4.0,2.0,7817.0,3469,10541.0,11583,15721.0,20088,3.4,4.1,2.4
Mission Hill,"39 Calumet,Unit 2,Boston,MA,02120,Mission Hill",4400,0.0,0.0,4.0,1.0,1252.0,1593,4233.0,2924,12014.0,6508,2.4,3.4,4.1
Roxbury,"46 Robey St.,Unit TWNHSE,Boston,MA,02119,Roxbury",4400,0.38,0.07,3.0,2.0,3911.0,2869,7311.0,5596,11464.0,10702,1.7,3.4,5.8
Fenway,"1260 Boylston St.,Unit 918,Boston,MA,02215,Fenway",4410,0.2866,1.86,1.0,1.0,686.0,919,798.0,1116,7815.0,6481,0.0,0.0,2.4
Fenway,"1330 Boylston St.,Unit 308,Boston,MA,02215,Fenway",4411,0.2866,1.86,1.0,1.0,3634.0,1131,699.0,1328,7716.0,6269,1.7,0.0,2.4
Fenway,"180 Brookline Ave.,Unit 244,Boston,MA,02215,Fenway",4413,0.2866,1.86,1.0,1.0,2573.0,1438,1287.0,1147,7772.0,6094,1.7,1.7,2.4
Fenway,"771 Beacon St.,Unit B2-1312,Boston,MA,02215,Fenway",4415,0.2866,1.86,1.0,1.0,3091.0,1670,538.0,822,6951.0,5904,1.7,0.0,2.4
North End,"110 Beverly St.,Unit 609,Boston,MA,02114,North End",4415,0.0,0.0,2.0,2.0,4869.0,6099,6794.0,4542,11497.0,17518,2.4,2.4,2.4
Financial District,"1 India St.,Unit 8D,Boston,MA,02109,Financial District",4415,0.0,0.0,2.0,2.0,4460.0,5296,6376.0,4698,11071.0,16703,2.4,2.4,2.4
North Cambridge,"130 Cambridgepark Dr.,Unit 421,Cambridge,MA,02140,North Cambridge",4427,0.0,0.0,2.0,2.0,13628.0,9948,15531.0,8454,20226.0,10330,2.4,2.4,2.4
Mid Cambridge,"929 Massachusetts Ave.,Unit 3B,Cambridge,MA,02139,Mid Cambridge",4445,0.0,0.0,3.0,2.0,4284.0,5816,6231.0,3372,10925.0,9555,1.7,4.1,4.1
Allston,"219 Western Ave.,Unit N715,Boston,MA,02134,Allston",4445,0.13,0.25,1.0,1.0,8495.0,5857,3543.0,4363,5629.0,5860,3.4,3.4,4.1
Back Bay,"183 Saint Botolph,Unit 2,Boston,MA,02115,Back Bay",4450,0.0,0.0,2.0,1.0,516.0,750,3993.0,1752,11032.0,13479,0.0,4.1,2.4
Allston,"11 Quint Ave.,Unit 1,Boston,MA,02134,Allston",4450,0.13,0.25,4.0,2.0,6705.0,5730,1503.0,1361,4417.0,3835,3.4,1.7,2.4
Back Bay,"28 Exeter St.,Unit 608,Boston,MA,02116,Back Bay",4450,0.0,0.0,1.0,1.0,2205.0,2428,4029.0,1978,8724.0,8143,1.7,2.4,2.4
Back Bay,"183 Saint Botolph,Unit 4,Boston,MA,02115,Back Bay",4450,0.0,0.0,2.0,1.0,516.0,750,3993.0,1752,11032.0,13479,0.0,4.1,2.4
North End,"145 Commercial St.,Unit 237,Boston,MA,02109,North End",4450,0.0,0.0,2.0,1.0,5008.0,5572,6089.0,5123,11351.0,16979,2.4,4.1,2.4
Coolidge Corner,"1111 Beacon St.,Unit 51,Brookline,MA,02446,Coolidge Corner",4450,0.0,0.0,2.0,2.0,2785.0,2208,704.0,1368,5239.0,5067,2.4,0.0,2.4
Brighton,"175 Washington St.,Unit 3253,Boston,MA,02135,Brighton",4453,0.13,0.25,2.0,2.0,6251.0,5395,3031.0,3110,3036.0,2797,2.4,2.4,2.4
Fenway,"1260 Boylston St.,Unit 1221,Boston,MA,02215,Fenway",4455,0.2866,1.86,1.0,1.0,686.0,919,798.0,1116,7815.0,6481,0.0,0.0,2.4
Charlestown,"75 West School St.,Unit 203,Boston,MA,02129,Charlestown",4458,0.0,0.0,2.0,2.0,12535.0,6004,9303.0,5488,13242.0,16164,0.0,0.0,0.0
Fenway,"200 Brookline Ave.,Unit 408,Boston,MA,02215,Fenway",4459,0.2866,1.86,1.0,1.0,2612.0,1566,1228.0,1032,7810.0,5979,1.7,1.7,2.4
Brighton,"175 Washington St.,Unit 3301,Boston,MA,02135,Brighton",4460,0.13,0.25,2.0,2.0,6251.0,5395,3031.0,3110,3036.0,2797,2.4,2.4,2.4
Fenway,"1260 Boylston St.,Unit 1418,Boston,MA,02215,Fenway",4470,0.2866,1.86,1.0,1.0,686.0,919,798.0,1116,7815.0,6481,0.0,0.0,2.4
East Boston,"63 Lewis St.,Unit 1-620,Boston,MA,02128,East Boston",4471,0.0,0.0,2.0,2.0,6329.0,8611,8245.0,8095,12940.0,18771,2.4,2.4,2.4
Kenmore,"466 Commonwealth Ave.,Unit 401,Boston,MA,02215,Kenmore",4475,0.0,0.0,3.0,1.0,3613.0,802,404.0,639,7182.0,11724,1.7,0.0,2.4
Brighton,"125 Guest St.,Unit 737,Boston,MA,02135,Brighton",4477,0.13,0.25,2.0,2.0,7485.0,8753,2530.0,2377,4531.0,3383,3.4,1.7,2.4
Brighton,"175 Washington St.,Unit 3315,Boston,MA,02135,Brighton",4487,0.13,0.25,2.0,2.0,6251.0,5395,3031.0,3110,3036.0,2797,2.4,2.4,2.4
Fenway,"180 Brookline Ave.,Unit 1501,Boston,MA,02215,Fenway",4488,0.2866,1.86,1.0,1.0,2634.0,1429,1348.0,1153,7690.0,6100,1.7,1.7,2.4
Midtown,"45 Stuart St.,Unit 811,Boston,MA,02116,Midtown",4490,0.0,0.0,2.0,2.0,3302.0,2728,5222.0,3471,9916.0,14852,2.4,2.4,2.4
Brighton,"175 Washington St.,Unit 1215,Boston,MA,02135,Brighton",4490,0.13,0.25,2.0,2.0,6251.0,5395,3031.0,3110,3036.0,2797,2.4,2.4,2.4
Allston,"219 Western Ave.,Unit S326,Boston,MA,02134,Allston",4490,0.13,0.25,1.0,1.0,8495.0,5857,3543.0,4363,5629.0,5860,3.4,3.4,4.1
North End,"145 Commercial St.,Unit 321,Boston,MA,02109,North End",4495,0.0,0.0,2.0,1.0,5008.0,5572,6089.0,5123,11351.0,16979,2.4,4.1,2.4
Allston,"17A Gordon St.,Boston,MA,02134,Allston",4495,0.13,0.25,4.0,2.0,7379.0,6031,2177.0,1957,3954.0,3202,3.4,1.7,2.4
Allston,"219 Western Ave.,Unit S230,Boston,MA,02134,Allston",4497,0.13,0.25,1.0,1.0,8495.0,5857,3543.0,4363,5629.0,5860,3.4,3.4,4.1
Brighton,"2003 Commonwealth Ave.,Unit 32,Boston,MA,02135,Brighton",4500,0.13,0.25,3.0,1.0,7383.0,11382,4162.0,4660,1023.0,686,2.4,2.4,2.4
Roxbury,"2761 Washington St.,Unit 2,Boston,MA,02119,Roxbury",4500,0.38,0.07,3.0,2.0,3408.0,2469,6393.0,4573,10944.0,8315,3.4,3.4,5.8
Kenmore,"566 Commonwealth Ave.,Unit 906,Boston,MA,02215,Kenmore",4500,0.0,0.0,3.0,2.0,3347.0,1280,172.0,556,6665.0,6204,1.7,0.0,2.4
Mission Hill,"9-11 Burney,Unit 401,Boston,MA,02120,Mission Hill",4500,0.0,0.0,2.0,2.0,1594.0,1168,5864.0,2617,8267.0,7005,2.4,3.4,4.1
Roxbury,"34 Circuit St.,Unit 1,Boston,MA,02119,Roxbury",4500,0.38,0.07,4.0,1.0,3030.0,2309,5738.0,4413,16519.0,8919,1.7,1.7,4.1
Roxbury,"55 Hutchings St.,Unit 4,Boston,MA,02121,Roxbury",4500,0.38,0.07,3.0,2.0,4490.0,4244,7890.0,6348,12043.0,11613,1.7,3.4,5.8
Mission Hill,"838 Huntington Ave.,Unit 2,Boston,MA,02115,Mission Hill",4500,0.0,0.0,3.0,1.0,1599.0,1603,4870.0,2804,7273.0,6005,2.4,3.4,4.1
Mission Hill,"840 Huntington Ave.,Unit 2,Boston,MA,02115,Mission Hill",4500,0.0,0.0,3.0,1.0,1599.0,1606,4873.0,2802,7276.0,6002,2.4,3.4,4.1
Roxbury,"5 Iroquois St.,Unit 1,Boston,MA,02120,Roxbury",4500,0.38,0.07,3.0,1.0,1761.0,2022,4690.0,3649,8378.0,6849,2.4,3.4,4.1
Brighton,"29 Mount Hood Rd.,Unit 12,Boston,MA,02135,Brighton",4500,0.13,0.25,2.0,1.0,6037.0,4930,2817.0,2666,2822.0,2815,2.4,2.4,2.4
Allston,"15 Pomeroy,Unit 15,Boston,MA,02134,Allston",4500,0.13,0.25,3.0,2.0,7427.0,6079,2225.0,2005,4002.0,3250,3.4,1.7,2.4
Kenmore,"466 Commonwealth Ave.,Unit 301,Boston,MA,02215,Kenmore",4500,0.0,0.0,3.0,1.0,3602.0,814,393.0,651,7171.0,11736,1.7,0.0,2.4
Hyde Park,"1510 Hyde Park,Unit 1510,Boston,MA,02136,Hyde Park",4500,0.0,0.0,3.0,1.0,16893.0,15099,14711.0,14739,21733.0,13018,5.1,5.8,4.1
Allston,"55 Brighton Ave.,Unit 602,Boston,MA,02134,Allston",4500,0.13,0.25,2.0,2.0,6297.0,5725,1095.0,846,4808.0,4223,3.4,1.7,2.4
Mission Hill,"9-11 Burney,Unit 401,Boston,MA,02120,Mission Hill",4500,0.0,0.0,2.0,2.0,1594.0,1168,5864.0,2617,8267.0,7005,2.4,3.4,4.1
Kenmore,"43 Bay State Rd.,Unit 4R,Boston,MA,02215,Kenmore",4500,0.0,0.0,3.0,1.0,3602.0,1444,296.0,357,7139.0,6461,1.7,0.0,2.4
Kendall Square,"10 Rogers St.,Unit 221,Cambridge,MA,02142,Kendall Square",4500,0.0,0.0,2.0,2.0,6913.0,5159,8830.0,4203,13525.0,9370,2.4,2.4,2.4
North End,"28 Fleet St.,Unit 3,Boston,MA,02113,North End",4500,0.0,0.0,3.0,1.0,4946.0,5901,6027.0,5846,11382.0,17308,2.4,4.1,2.4
Brighton,"370 Chestnut Hill Ave.,Unit 21,Boston,MA,02135,Brighton",4500,0.13,0.25,3.0,1.0,6244.0,5737,4996.0,3989,1634.0,1439,2.4,3.4,2.4
Allston,"55 Brighton Ave.,Unit 516,Boston,MA,02134,Allston",4500,0.13,0.25,2.0,2.0,6297.0,5725,1095.0,846,4808.0,4223,3.4,1.7,2.4
Dorchester,"31 Train St.,Unit 3,Boston,MA,02122,Dorchester",4500,0.284,0.37,3.0,2.0,11725.0,7846,15124.0,14059,20023.0,22564,4.1,4.1,4.1
Midtown,"45 Province St.,Unit 911,Boston,MA,02108,Midtown",4500,0.0,0.0,1.0,1.0,3725.0,4102,5657.0,3586,10352.0,16642,2.4,2.4,2.4
Allston,"20 Penniman Rd.,Unit 501,Boston,MA,02134,Allston",4500,0.13,0.25,3.0,2.0,7256.0,5616,2054.0,1826,4909.0,3695,3.4,1.7,2.4
Back Bay,"32 Fairfield St.,Unit 8,Boston,MA,02116,Back Bay",4500,0.0,0.0,2.0,1.0,2507.0,1784,3453.0,1334,8147.0,7499,1.7,2.4,2.4
Inman Square,"918 Cambridge St.,Unit 918-01,Cambridge,MA,02141,Inman Square",4500,0.0,0.0,3.0,1.0,7834.0,3962,9781.0,3588,11156.0,8755,3.4,5.8,5.8
Brighton,"16 Caltha,Unit 0,Boston,MA,02135,Brighton",4500,0.13,0.25,4.0,1.0,8569.0,11542,5349.0,4777,395.0,2506,2.4,2.4,0.0
Allston,"86 Linden St.,Unit 2,Boston,MA,02134,Allston",4500,0.13,0.25,4.0,2.0,6623.0,5590,1284.0,1100,4074.0,4212,3.4,2.4,2.4
