Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath,Northeastern University_transit,Northeastern University_driving,Boston University_transit_distance,Boston University_driving_distance,Boston College_transit_distance,Boston College_driving_distance,Northeastern University_transit_cost,Boston University_transit_cost,Boston College_transit_cost
Allston,"1258 Commonwealth Ave.,Unit 7,Boston,MA,02134,Allston",2500,0.13,0.25,2.0,1.0,4526.0,4210,1306.0,1265,4096.0,4054,2.4,2.4,2.4
Dorchester,"42 Sudan St.,Unit 3,Boston,MA,02125,Dorchester",2500,0.284,0.37,2.0,1.0,7825.0,3990,12145.0,11744,15536.0,20249,1.7,4.1,2.4
Brighton,"286 Chestnut Hill Ave.,Unit 12,Boston,MA,02135,Brighton",2500,0.13,0.25,1.0,1.0,6970.0,5779,3750.0,3791,1490.0,1157,2.4,2.4,2.4
Brighton,"168 North Beacon St.,Unit 3,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,10295.0,8779,7063.0,2411,3252.0,2960,3.4,3.4,4.1
Chinatown,"1 Nassau St.,Unit 1302,Boston,MA,02111,Chinatown",2500,0.0,0.0,1.0,1.0,3081.0,3699,6674.0,4155,10432.0,14847,1.7,4.1,2.4
Roxbury,"22 Pompeii St.,Unit 2,Boston,MA,02119,Roxbury",2500,0.38,0.07,2.0,1.0,2094.0,2386,7316.0,10205,12011.0,18737,1.7,4.1,4.1
Allston,"8 Webley St.,Unit 2,Boston,MA,02134,Allston",2500,0.13,0.25,2.0,1.0,4981.0,6121,1869.0,1752,3757.0,4073,4.1,1.7,2.4
Dorchester,"58 River,Unit 1,Boston,MA,02124,Dorchester",2500,0.284,0.37,1.0,1.0,10673.0,11531,16656.0,17744,18851.0,13092,4.1,4.1,8.2
Brighton,"374 Chestnut Hill Ave.,Unit 22,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,6253.0,5728,4859.0,3980,1643.0,1430,2.4,3.4,2.4
Brighton,"103 Gordon St.,Unit 3,Boston,MA,02134,Brighton",2500,0.13,0.25,2.0,1.0,5183.0,6611,1963.0,2537,3510.0,2980,2.4,2.4,2.4
Allston,"1197 Commonwealth Ave.,Unit 14,Boston,MA,02134,Allston",2500,0.13,0.25,1.0,1.0,4399.0,5730,1179.0,1069,3969.0,3839,2.4,2.4,2.4
Dorchester,"1810 Dorchester Ave.,Unit 6,Boston,MA,02124,Dorchester",2500,0.284,0.37,1.0,1.0,9089.0,10876,12489.0,17089,16254.0,13173,1.7,3.4,5.8
Hyde Park,"710 Metropolitan Ave.,Unit 3,Boston,MA,02136,Hyde Park",2500,0.0,0.0,2.0,1.0,15439.0,9408,21201.0,11342,25896.0,13553,3.4,4.1,4.1
Brighton,"36 Larch,Unit 2,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,10118.0,10846,4916.0,4971,1250.0,2181,3.4,1.7,0.0
Jamaica Plain,"38 Boynton St.,Unit 3L,Boston,MA,02130,Jamaica Plain",2500,0.03,0.28,2.0,1.0,5780.0,4752,7806.0,6301,15587.0,7691,1.7,3.4,4.1
Allston,"1197 Commonwealth Ave.,Unit 14,Boston,MA,02134,Allston",2500,0.13,0.25,1.0,1.0,4399.0,5730,1179.0,1069,3969.0,3839,2.4,2.4,2.4
Dorchester,"273 Neponset Ave.,Unit 4,Boston,MA,02122,Dorchester",2500,0.284,0.37,2.0,1.0,10241.0,8890,13641.0,15103,16699.0,23608,1.7,3.4,5.8
North End,"115 Salem St.,Unit 12,Boston,MA,02113,North End",2500,0.0,0.0,1.0,1.0,4696.0,6986,5777.0,5492,11218.0,18405,2.4,4.1,2.4
Brighton,"36 Larch,Unit 2,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,10118.0,10846,4916.0,4971,1250.0,2181,3.4,1.7,0.0
Allston,"75 Gardner St.,Unit 26,Boston,MA,02134,Allston",2500,0.13,0.25,1.0,2.0,4313.0,6193,1201.0,1147,4914.0,4871,4.1,1.7,2.4
East Boston,"136 Saratoga,Unit 2nd Fl,Boston,MA,02128,East Boston",2500,0.0,0.0,2.0,1.0,7781.0,7851,9697.0,7335,14392.0,18011,2.4,2.4,2.4
East Boston,"104 Paris St.,Unit 1,Boston,MA,02128,East Boston",2500,0.0,0.0,2.0,1.0,6292.0,7944,8528.0,7428,13223.0,18104,2.4,2.4,2.4
Mission Hill,"44 Parker Hill Ave.,Unit 2,Boston,MA,02120,Mission Hill",2500,0.0,0.0,1.0,1.0,1805.0,1780,8612.0,3022,13307.0,6222,2.4,2.4,2.4
East Boston,"119 Webster St.,Unit 1,Boston,MA,02128,East Boston",2500,0.0,0.0,1.0,1.0,6685.0,8547,8601.0,8031,13296.0,18707,2.4,2.4,2.4
Chinatown,"1 Nassau St.,Unit 1302,Boston,MA,02111,Chinatown",2500,0.0,0.0,1.0,1.0,3081.0,3699,6674.0,4155,10432.0,14847,1.7,4.1,2.4
Harvard Square,"14 Concord Ave.,Unit 316,Cambridge,MA,02138,Harvard Square",2500,0.0,0.0,1.0,1.0,6442.0,6717,11592.0,4446,8894.0,8523,3.4,4.1,4.1
Brighton,"126 Warren St.,Unit 31,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,5345.0,4701,2125.0,2025,3190.0,2899,2.4,2.4,2.4
Brighton,"72 Euston Rd.,Unit 106,Boston,MA,02135,Brighton",2500,0.13,0.25,1.0,1.0,6435.0,5181,3215.0,2896,2328.0,2583,2.4,2.4,2.4
Dorchester,"28 Church St.,Unit 3,Boston,MA,02125,Dorchester",2500,0.284,0.37,2.0,1.0,5652.0,4234,9052.0,12745,12980.0,12951,1.7,3.4,5.8
Charlestown,"267 Main,Unit 2B,Boston,MA,02129,Charlestown",2500,0.0,0.0,1.0,1.0,6905.0,5869,8830.0,5353,13540.0,16029,0.0,0.0,0.0
Brighton,"354 Market St.,Unit 17,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,7861.0,10032,3511.0,3078,3151.0,2139,3.4,1.7,4.1
Brighton,"374 Chestnut Hill Ave.,Unit 22,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,6253.0,5728,4859.0,3980,1643.0,1430,2.4,3.4,2.4
Brighton,"103 Gordon St.,Unit 12,Boston,MA,02134,Brighton",2500,0.13,0.25,2.0,1.0,5183.0,6611,1963.0,2537,3510.0,2980,2.4,2.4,2.4
Hyde Park,"15 Madison St.,Unit 1,Boston,MA,02136,Hyde Park",2500,0.0,0.0,2.0,1.0,12899.0,15199,14810.0,14839,22705.0,13118,3.4,5.8,5.8
Roxbury,"75 Centre,Unit 2,Boston,MA,02119,Roxbury",2500,0.38,0.07,1.0,1.0,2059.0,1196,5459.0,3300,9114.0,7906,1.7,3.4,4.1
Allston,"56 Park Vale Ave.,Unit 12,Boston,MA,02134,Allston",2500,0.13,0.25,1.0,1.0,4668.0,5631,1556.0,1262,4351.0,4115,4.1,1.7,2.4
Dorchester,"273 Neponset Ave.,Unit 4,Boston,MA,02122,Dorchester",2500,0.284,0.37,2.0,1.0,10241.0,8890,17530.0,15103,16699.0,23608,1.7,4.1,5.8
Mission Hill,"44 Parker Hill Ave.,Unit 2,Boston,MA,02120,Mission Hill",2500,0.0,0.0,1.0,1.0,1805.0,1780,8612.0,3022,13307.0,6222,2.4,2.4,2.4
Brighton,"72 Euston Rd.,Unit 106,Boston,MA,02135,Brighton",2500,0.13,0.25,1.0,1.0,6435.0,5181,3215.0,2896,2328.0,2583,2.4,2.4,2.4
Fenway,"25 park Dr.,Unit 18,Boston,MA,02215,Fenway",2500,0.2866,1.86,1.0,1.0,482.0,671,949.0,2001,7966.0,6949,0.0,0.0,2.4
Dorchester,"19 Winter St.,Unit 3,Boston,MA,02122,Dorchester",2500,0.284,0.37,2.0,1.0,5425.0,4191,8825.0,12927,12937.0,13192,1.7,3.4,5.8
Charlestown,"267 Main,Unit 2B,Boston,MA,02129,Charlestown",2500,0.0,0.0,1.0,1.0,6905.0,5869,8830.0,5353,13540.0,16029,0.0,0.0,0.0
Brighton,"10 Lothian Rd.,Unit 3,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,7076.0,6114,3856.0,3829,1596.0,1456,2.4,2.4,2.4
Jamaica Plain,"14 Creighton,Unit 2,Boston,MA,02130,Jamaica Plain",2500,0.03,0.28,2.0,1.0,3145.0,2770,6062.0,4065,13691.0,6660,2.4,5.8,4.1
Chinatown,"1 Nassau St.,Unit 1302,Boston,MA,02111,Chinatown",2500,0.0,0.0,1.0,1.0,3081.0,3699,6674.0,4155,10432.0,14847,1.7,4.1,2.4
Dorchester,"402 Neponset Ave.,Unit 3L,Boston,MA,02122,Dorchester",2500,0.284,0.37,2.0,1.0,10534.0,8371,17392.0,14584,22087.0,23089,3.4,4.1,4.1
Waterfront,"85 East India Row,Unit 16D,Boston,MA,02110,Waterfront",2500,0.0,0.0,1.0,1.0,4995.0,5168,6911.0,6869,11606.0,16575,2.4,2.4,2.4
Dorchester,"12 Jacob St.,Unit 1,Boston,MA,02124,Dorchester",2500,0.284,0.37,2.0,1.0,7974.0,7438,10976.0,10807,15112.0,11824,1.7,3.4,5.8
Hyde Park,"21 Waterloo St.,Unit 1,Boston,MA,02136,Hyde Park",2500,0.0,0.0,1.0,1.0,12543.0,15124,16068.0,14764,21744.0,13043,7.0,5.8,7.5
Allston,"78 Glenville,Unit 3,Boston,MA,02134,Allston",2500,0.13,0.25,2.0,1.0,4517.0,5784,1297.0,1283,4087.0,3857,2.4,2.4,2.4
Allston,"524 Cambridge St.,Unit 1,Boston,MA,02134,Allston",2500,0.13,0.25,2.0,1.0,6922.0,5802,1848.0,1728,3979.0,3227,3.4,1.7,2.4
Jamaica Plain,"545 Centre St.,Unit 412,Boston,MA,02130,Jamaica Plain",2500,0.03,0.28,1.0,1.0,4389.0,3495,6415.0,4628,14195.0,6885,1.7,3.4,4.1
Roxbury,"33 Holborn St.,Unit 1,Boston,MA,02121,Roxbury",2500,0.38,0.07,2.0,1.0,4618.0,2919,8018.0,6146,12171.0,9668,1.7,3.4,5.8
Jamaica Plain,"331 Hyde Park Ave.,Unit 3,Boston,MA,02130,Jamaica Plain",2500,0.03,0.28,2.0,1.0,7819.0,6201,10855.0,8135,15394.0,10539,3.4,5.1,8.2
East Boston,"104 Paris St.,Unit 1,Boston,MA,02128,East Boston",2500,0.0,0.0,2.0,1.0,6612.0,7944,8528.0,7428,13223.0,18104,2.4,2.4,2.4
East Boston,"136 Saratoga,Unit 2nd Fl,Boston,MA,02128,East Boston",2500,0.0,0.0,2.0,1.0,7781.0,7851,9697.0,7335,14392.0,18011,2.4,2.4,2.4
Allston,"78 Glenville,Unit 3,Boston,MA,02134,Allston",2500,0.13,0.25,2.0,1.0,4517.0,5784,1297.0,1283,4087.0,3857,2.4,2.4,2.4
Brighton,"354 Market St.,Unit 17A,Boston,MA,02135,Brighton",2500,0.13,0.25,1.0,1.0,7859.0,10030,3509.0,3080,3153.0,2137,3.4,1.7,4.1
Harvard Square,"14 Concord Ave.,Unit 316,Cambridge,MA,02138,Harvard Square",2500,0.0,0.0,1.0,1.0,6442.0,6717,11592.0,4446,8894.0,8523,3.4,4.1,4.1
Jamaica Plain,"16 Lakeville Rd.,Unit 6,Boston,MA,02130,Jamaica Plain",2500,0.03,0.28,2.0,1.0,4478.0,3640,6504.0,4773,14284.0,6864,1.7,3.4,4.1
Roxbury,"33 Holborn St.,Unit 1,Boston,MA,02121,Roxbury",2500,0.38,0.07,2.0,1.0,4618.0,2919,8018.0,6146,12171.0,9668,1.7,3.4,5.8
Allston,"8 Webley St.,Unit 2,Boston,MA,02134,Allston",2500,0.13,0.25,2.0,1.0,4981.0,6121,1869.0,1752,3757.0,4073,4.1,1.7,2.4
Dorchester,"135 Neponset Ave.,Unit 46,Boston,MA,02122,Dorchester",2500,0.284,0.37,2.0,1.0,8500.0,9457,11900.0,15670,18669.0,24175,1.7,3.4,2.4
Allston,"23 North Beacon St.,Unit 4,Boston,MA,02134,Allston",2500,0.13,0.25,1.0,1.0,8863.0,5767,1986.0,1693,4141.0,3450,3.4,1.7,2.4
East Boston,"277 Border St.,Unit 403,Boston,MA,02128,East Boston",2500,0.0,0.0,1.0,1.0,7305.0,7880,9221.0,7364,13916.0,18040,4.1,4.1,4.1
Brighton,"126 Warren St.,Unit 21,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,5345.0,4701,2125.0,2025,3190.0,2899,2.4,2.4,2.4
East Boston,"277 Border St.,Unit 403,Boston,MA,02128,East Boston",2500,0.0,0.0,1.0,1.0,7305.0,7880,9221.0,7364,13916.0,18040,4.1,4.1,4.1
Brighton,"1422 Commonwealth Ave.,Unit 2,Boston,MA,02134,Brighton",2500,0.13,0.25,2.0,1.0,5318.0,4709,2098.0,1907,3163.0,3244,2.4,2.4,2.4
Mission Hill,"8 Greenwich St.,Unit 3,Boston,MA,02120,Mission Hill",2500,0.0,0.0,1.0,1.0,431.0,766,4287.0,2727,11199.0,9613,0.0,1.7,4.1
Hyde Park,"6 Monponset St.,Unit D 1 Bedrm,Boston,MA,02136,Hyde Park",2500,0.0,0.0,1.0,1.0,10704.0,10478,14104.0,13449,24519.0,14828,3.4,5.1,4.1
Brighton,"72 Euston Rd.,Unit 106,Boston,MA,02135,Brighton",2500,0.13,0.25,1.0,1.0,6037.0,5181,2817.0,2896,2328.0,2583,2.4,2.4,2.4
Brighton,"10 Lothian Rd.,Unit 1,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,7076.0,6114,3856.0,3829,1596.0,1456,2.4,2.4,2.4
Allston,"23 North Beacon St.,Unit 4,Boston,MA,02134,Allston",2500,0.13,0.25,1.0,1.0,8863.0,5767,1986.0,1693,4141.0,3450,3.4,1.7,2.4
Brighton,"354 Market St.,Unit 17A,Boston,MA,02135,Brighton",2500,0.13,0.25,1.0,1.0,7859.0,10030,3509.0,3080,3153.0,2137,3.4,1.7,4.1
Brighton,"51 Matchett St.,Unit 2nd,Boston,MA,02135,Brighton",2500,0.13,0.25,2.0,1.0,10227.0,11809,5025.0,8517,2511.0,3187,3.4,1.7,1.7
Jamaica Plain,"250 Centre St.,Unit 407,Boston,MA,02119,Jamaica Plain",2506,0.03,0.28,1.0,1.0,2672.0,1990,6072.0,4920,9836.0,7330,1.7,3.4,5.8
Mission Hill,"75 Saint Alphonsus St.,Unit 2008,Boston,MA,02120,Mission Hill",2514,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Brighton,"1550 Soldiers Field Rd.,Unit 221,Boston,MA,02135,Brighton",2519,0.13,0.25,1.0,1.0,9893.0,8280,5568.0,6786,4415.0,3708,3.4,3.4,4.1
Jamaica Plain,"3611 Washington St.,Unit 2608,Boston,MA,02130,Jamaica Plain",2523,0.03,0.28,1.0,1.0,5960.0,4624,8945.0,7003,13496.0,8020,3.4,3.4,5.8
Mission Hill,"75 Saint Alphonsus St.,Unit 205,Boston,MA,02120,Mission Hill",2524,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Brighton,"72 Strathmore Rd.,Unit 5B,Boston,MA,02135,Brighton",2525,0.13,0.25,2.0,1.0,6897.0,5290,3677.0,3820,1995.0,2099,2.4,2.4,2.4
Brighton,"100 Washington St.,Unit 1-6,Boston,MA,02135,Brighton",2525,0.13,0.25,1.0,1.0,4179.0,4932,6095.0,4416,10790.0,15092,2.4,2.4,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 611,Boston,MA,02120,Mission Hill",2534,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 606,Boston,MA,02120,Mission Hill",2534,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 603,Boston,MA,02120,Mission Hill",2534,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 611,Boston,MA,02120,Mission Hill",2534,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 503,Boston,MA,02120,Mission Hill",2534,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Back Bay,"384 Commonwealth Ave.,Unit 32,Boston,MA,02215,Back Bay",2540,0.0,0.0,1.0,1.0,1370.0,1219,684.0,1290,7878.0,12797,1.7,0.0,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 1003,Boston,MA,02120,Mission Hill",2541,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Brighton,"1550 Soldiers Field Rd.,Unit 116,Boston,MA,02135,Brighton",2544,0.13,0.25,1.0,1.0,9893.0,8280,5568.0,6786,4415.0,3708,3.4,3.4,4.1
Mission Hill,"75 Saint Alphonsus St.,Unit 903,Boston,MA,02120,Mission Hill",2544,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 906,Boston,MA,02120,Mission Hill",2544,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 1006,Boston,MA,02120,Mission Hill",2544,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 803,Boston,MA,02120,Mission Hill",2544,0.0,0.0,1.0,1.0,902.0,966,5314.0,2297,12405.0,6937,2.4,4.1,2.4
Dorchester,"53 School,Unit 1,Boston,MA,02124,Dorchester",2550,0.284,0.37,2.0,1.0,6432.0,5017,9832.0,7936,13985.0,11929,1.7,3.4,5.8
East Boston,"28 Monmouth St.,Unit 3,Boston,MA,02128,East Boston",2550,0.0,0.0,2.0,1.0,12433.0,8576,9669.0,8060,14364.0,18736,5.8,4.1,4.1
Allston,"6 Webley St.,Unit 2,Boston,MA,02134,Allston",2550,0.13,0.25,2.0,1.0,4977.0,6117,1865.0,1748,3762.0,4069,4.1,1.7,2.4
Brighton,"1412 Commonwealth Ave.,Unit 17,Boston,MA,02134,Brighton",2550,0.13,0.25,2.0,1.0,5097.0,4659,1877.0,1858,3424.0,3195,2.4,2.4,2.4
Allston,"80 Gardner St.,Unit 33,Boston,MA,02134,Allston",2550,0.13,0.25,1.0,1.0,4383.0,6187,842.0,1141,4984.0,4865,4.1,0.0,2.4
Riverside,"228 Western Ave.,Unit 1,Cambridge,MA,02139,Riverside",2550,0.0,0.0,2.0,1.0,6204.0,4803,4633.0,2359,6651.0,8543,1.7,3.4,5.8
Allston,"80 Gardner St.,Unit 22,Boston,MA,02134,Allston",2550,0.13,0.25,1.0,1.0,4383.0,6187,842.0,1141,4984.0,4865,4.1,0.0,2.4
Brighton,"72 strathmore Rd.,Unit 8B,Boston,MA,02135,Brighton",2550,0.13,0.25,2.0,1.0,6897.0,5290,3677.0,3820,1995.0,2099,2.4,2.4,2.4
Roslindale,"21 Averton St.,Unit 1,Boston,MA,02131,Roslindale",2550,0.0,0.0,2.0,1.0,9112.0,9593,11138.0,9233,18918.0,8811,3.4,5.1,5.8
Allston,"1185 Commonwealth Ave.,Unit 16,Boston,MA,02134,Allston",2550,0.13,0.25,1.0,1.0,4445.0,5776,1225.0,1115,4015.0,3885,2.4,2.4,2.4
Roslindale,"21 Averton St.,Unit 1,Boston,MA,02131,Roslindale",2550,0.0,0.0,2.0,1.0,9112.0,9593,11138.0,9233,18918.0,8811,3.4,5.1,5.8
Harvard Square,"1172 Massachusetts Ave.,Unit 10,Cambridge,MA,02138,Harvard Square",2550,0.0,0.0,1.0,1.0,4738.0,5447,6685.0,3002,11379.0,9186,1.7,4.1,4.1
Brighton,"61 Selkirk Rd.,Unit 4,Boston,MA,02115,Brighton",2550,0.13,0.25,1.0,1.0,6716.0,5842,3496.0,3556,1814.0,1607,2.4,2.4,2.4
Brighton,"1412 Commonwealth Ave.,Unit 17,Boston,MA,02134,Brighton",2550,0.13,0.25,2.0,1.0,5097.0,4659,1877.0,1858,3424.0,3195,2.4,2.4,2.4
Riverside,"228 Western Ave.,Unit 1,Cambridge,MA,02139,Riverside",2550,0.0,0.0,2.0,1.0,6204.0,4803,4633.0,2359,6651.0,8543,1.7,3.4,5.8
Brighton,"103 Gordon St.,Unit 2,Boston,MA,02134,Brighton",2550,0.13,0.25,2.0,1.0,5183.0,6611,1963.0,2537,3510.0,2980,2.4,2.4,2.4
Brighton,"125 Chiswick Rd.,Unit 413,Boston,MA,02135,Brighton",2550,0.13,0.25,1.0,1.0,6645.0,6262,3425.0,3977,1743.0,1259,2.4,2.4,2.4
Dorchester,"53 School,Unit 1,Boston,MA,02124,Dorchester",2550,0.284,0.37,2.0,1.0,6432.0,5017,9832.0,7936,13985.0,11929,1.7,3.4,5.8
Allston,"1197 Commonwealth Ave.,Unit 8,Boston,MA,02134,Allston",2550,0.13,0.25,1.0,1.0,4399.0,5730,1179.0,1069,3969.0,3839,2.4,2.4,2.4
Dorchester,"53 School,Unit 1,Boston,MA,02124,Dorchester",2550,0.284,0.37,2.0,1.0,6432.0,5017,9832.0,7936,13985.0,11929,1.7,3.4,5.8
West Roxbury,"7 Kenneth St.,Unit 2,Boston,MA,02132,West Roxbury",2550,0.0,0.0,2.0,1.0,10020.0,9617,12071.0,9257,19851.0,7536,3.4,5.1,5.8
Brighton,"1868 Commonwealth Ave.,Unit 12A,Boston,MA,02135,Brighton",2550,0.13,0.25,1.0,1.0,6879.0,5954,3659.0,3669,1399.0,1934,2.4,2.4,2.4
Brighton,"103 Gordon St.,Unit 11,Boston,MA,02134,Brighton",2550,0.13,0.25,2.0,1.0,5183.0,6611,1963.0,2537,3510.0,2980,2.4,2.4,2.4
Brighton,"1412 Commonwealth Ave.,Unit 17,Boston,MA,02134,Brighton",2550,0.13,0.25,2.0,1.0,5097.0,4659,1877.0,1858,3424.0,3195,2.4,2.4,2.4
Brighton,"219 Lake Shore,Unit 2,Boston,MA,02135,Brighton",2550,0.13,0.25,1.0,1.0,9850.0,11386,4648.0,4621,920.0,2351,3.4,1.7,0.0
Allston,"1185 Commonwealth Ave.,Unit 10,Boston,MA,02134,Allston",2550,0.13,0.25,1.0,1.0,4445.0,5776,1225.0,1115,4015.0,3885,2.4,2.4,2.4
Brighton,"103 Gordon St.,Unit 2,Boston,MA,02134,Brighton",2550,0.13,0.25,2.0,1.0,5183.0,6611,1963.0,2537,3510.0,2980,2.4,2.4,2.4
